sales_date,product_type,product_name,quantity,price
2022-08-04 17:49:00,Signature Cocktail,雲初之上,1,400
2022-08-04 17:49:00,Signature Cocktail,仲夏 (PERONI仲夏限定特調),1,450
2022-08-04 17:49:00,Signature Cocktail,盛夏 (PERONI仲夏限定特調),1,400
2022-08-04 17:49:00,下酒菜,孜然霸王骨,1,450
2022-08-04 17:49:00,下酒菜,松阪豬炒水蓮,1,220
2022-08-04 17:49:00,下酒菜,塔香菌菇炒蝦,1,380
2022-08-04 17:49:00,下酒菜,麻辣鍋巴魚,1,300
2022-08-04 17:49:00,主食,香辣干燒蝦拌麵,1,260
2022-08-04 17:49:00,主食,香辣干燒蝦拌麵,1,260
2022-08-04 17:49:00,主食,干貝雞汁拌麵,1,260
2022-08-04 17:49:00,主食,野菇櫻花蝦飯,1,250
2022-08-04 17:49:00,主食,干貝雞汁拌麵,1,260
2022-08-04 17:49:00,主食,香辣干燒蝦拌麵,1,260
2022-08-04 17:49:00,湯物,酒蒸蛤蠣,1,320
2022-08-04 17:49:00,湯物,酒蒸蛤蠣,1,320
2022-08-04 17:49:00,湯物,酒蒸蛤蠣,1,320
2022-08-04 17:49:00,滷味,香滷牛三寶拼盤,1,380
2022-08-04 17:49:00,炸物,酥炸廣島牡蠣,1,320
2022-08-04 17:49:00,炸物,可樂果炸雞,1,320
2022-08-04 17:49:00,炸物,太極雙醬薯條,1,220
2022-08-04 17:49:00,炸物,祥鳳雞翅,1,280
2022-08-04 17:49:00,炸物,太極雙醬薯條,1,220
2022-08-04 17:49:00,炸物,可樂果炸雞,1,320
2022-08-04 17:49:00,炸物,轟炸雞軟骨,1,240
2022-08-04 17:49:00,炸物,可樂果炸雞,1,320
2022-08-04 17:49:00,特色餐點,蒜酥黃金魚皮,1,220
2022-08-04 17:49:00,特色餐點,烏金堅果乾酪燒,1,240
2022-08-04 17:49:00,甜點,黑金流沙包,1,120
2022-08-04 17:49:00,醬料,蒜蓉朝天辣椒醬,1,0
2022-08-04 17:49:00,醬料,蒜蓉朝天辣椒醬,1,0
2022-08-04 17:49:00,開胃小點,經典台式泡菜,1,80
2022-08-04 17:49:00,開胃小點,臥龍三椒鳳爪,1,120
2022-08-04 17:49:00,開胃小點,臥龍三椒鳳爪,1,120
2022-08-04 17:55:00,Classic Cocktail,Mojito,1,350
