"分店代碼","分店名稱","建立時間","單號","發票號碼","商品編號","商品名稱","標籤名稱","標籤價錢","商品單價","數量","銷售金額","單品折扣總額","折扣名稱","折扣總額","實收金額","淨額","商品分類","用餐方式","訂單來源","冰塊與否","On the Rocks","Neat","經典調酒","Shot種類","服務鈴","軟飲冰塊","補單","濃度","香菜與否","蔥與否","店員名稱","小黃瓜","Martini 橄欖檸檬皮","清酒","點單隻送","情人節套餐加購","杯子數量","Honey Lemon","Hot Tea","Shot杯種類","破杯","破杯原因"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-06 20:58:43","7","","","Rockbare Clare Valley Riesling(Glass)","",0,0,1,0,0,"",0,0,0,"House Wine","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-06 20:58:43","7","","","假日21點前入場招待","",0,0,1,0,0,"",0,0,0,"過往活動及已下架產品","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-06 20:58:43","7","","","特製皮蛋豆腐","",0,120,1,120,0,"",0,120,114,"特色餐點","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-06 20:58:43","7","","","手工高麗菜豬肉水餃","",0,200,1,200,0,"",0,200,190,"主食","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-06 20:58:43","7","","","松阪豬炒水蓮","",0,220,1,220,0,"",0,220,210,"下酒菜","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-06 20:58:43","7","","","野菇櫻花蝦飯","",0,250,1,250,0,"",0,250,238,"主食","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-06 20:58:43","7","","","秘制滷味拼盤","",0,360,1,360,0,"",0,360,343,"滷味","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-06 20:58:43","7","","","白霜","",0,380,1,380,0,"",0,380,362,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-06 20:58:43","7","","","初夏 (PERONI仲夏限定特調)","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-06 20:58:43","7","","","龍柏","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-06 20:58:43","7","","","西方世界","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-29 20:39:24","6","","","Negroni","",0,380,1,380,0,"",0,380,362,"Classic Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-31 01:39:58","4","","","Special Cocktail(時價)","補單",0,380,1,380,0,"",0,380,362,"Special及活動","內用","POS","","","","","","","","補單","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-31 01:39:58","4","","","Special Cocktail(時價)","",0,380,1,380,0,"",0,380,362,"Special及活動","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-31 01:39:58","4","","","Special Cocktail(時價)","",0,400,1,400,0,"",0,400,381,"Special及活動","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-31 01:39:58","4","","","Special Cocktail(時價)","補單",0,400,1,400,0,"",0,400,381,"Special及活動","內用","POS","","","","","","","","補單","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-09 01:43:14","10","","","浪子之琴","",0,420,1,420,0,"",0,420,400,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-05 22:09:23","6","","","假日21點前入場招待","",0,0,1,0,0,"",0,0,0,"過往活動及已下架產品","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-05 22:09:23","6","","","假日21點前入場招待","",0,0,1,0,0,"",0,0,0,"過往活動及已下架產品","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-05 22:09:23","6","","","假日21點前入場招待","",0,0,1,0,0,"",0,0,0,"過往活動及已下架產品","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-05 22:09:23","6","","","Rockbare Clare Valley Riesling(Glass)","",0,0,1,0,0,"",0,0,0,"House Wine","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-05 22:09:23","6","","","Rockbare Clare Valley Riesling(Glass)","",0,0,1,0,0,"",0,0,0,"House Wine","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-05 22:09:23","6","","","Rockbare Clare Valley Riesling(Glass)","",0,0,1,0,0,"",0,0,0,"House Wine","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-05 22:09:23","6","","","Coke","",0,100,1,100,0,"",0,100,95,"Soft Drink","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-05 22:09:23","6","","","松阪豬炒水蓮","",0,220,1,220,0,"",0,220,210,"下酒菜","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-05 22:09:23","6","","","野菇櫻花蝦飯","",0,250,1,250,0,"",0,250,238,"主食","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-05 22:09:23","6","","","香辣干燒蝦拌麵","",0,260,1,260,0,"",0,260,248,"主食","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-05 22:09:23","6","","","秘制滷味拼盤","",0,360,1,360,0,"",0,360,343,"滷味","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-05 22:09:23","6","","","吉祥炸物拼盤","",0,450,1,450,0,"",0,450,429,"炸物","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-05 22:09:23","6","","","盛夏 (PERONI仲夏限定特調)","",0,400,2,800,0,"",0,800,761,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 16:21:32","2","","","雲斯頓天香5毫克","",0,100,1,100,0,"",0,100,95,"香菸","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 23:01:45","23","","","太極雙醬薯條","",0,220,1,220,0,"",0,220,210,"炸物","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 23:01:45","23","","","尋根","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 23:01:45","23","","","哈庫那瑪塔塔","",0,420,1,420,0,"",0,420,399,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-17 22:49:49","8","","","JURA SHERRY CASK 12yo(Glass)","On the Rocks(大方冰)",0,320,1,320,0,"",0,320,305,"Single Malt","內用","POS","On the Rocks(大方冰)","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-17 22:49:49","8","","","THE BALVENIE DOUBLEWOOD 12yo(Glass)","On the Rocks(大方冰)",0,350,1,350,0,"",0,350,333,"Single Malt","內用","POS","On the Rocks(大方冰)","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-17 22:49:49","8","","","秘制滷味拼盤","",0,360,1,360,0,"",0,360,343,"滷味","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-17 22:49:49","8","","","琥珀","",0,380,1,380,0,"",0,380,362,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-17 22:49:49","8","","","LAGAVULIN 16yo(Glass)","On the Rocks(大方冰)",0,500,1,500,0,"",0,500,476,"Single Malt","內用","POS","On the Rocks(大方冰)","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 00:11:55","21","","","松阪豬炒水蓮","",0,220,1,220,0,"",0,220,210,"下酒菜","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 00:11:55","21","","","蒜酥黃金魚皮","",0,220,1,220,0,"",0,220,210,"特色餐點","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 00:11:55","21","","","可樂果炸雞","",0,320,1,320,0,"",0,320,305,"炸物","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 00:11:55","21","","","雲嫣","",0,380,1,380,0,"",0,380,362,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 00:11:55","21","","","雲初之上","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 00:11:55","21","","","尋根","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 00:11:55","21","","","哈庫那瑪塔塔","",0,420,1,420,0,"",0,420,400,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 00:11:55","21","","","哈庫那瑪塔塔","",0,420,1,420,0,"",0,420,400,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 00:11:55","21","","","浪子之琴","",0,420,1,420,0,"",0,420,400,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 00:11:55","21","","","琥珀","",0,380,3,1140,0,"",0,1140,1084,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-10 01:46:36","6-1","","","Negroni","",0,380,1,380,0,"",0,380,362,"Classic Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-10 01:46:36","6-1","","","House Shot(Gin)","補單",0,100,6,600,0,"",0,600,571,"Shot","內用","POS","","","","","","","","補單","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-24 22:54:56","11","","","特製皮蛋豆腐","",0,120,1,120,0,"",0,120,114,"特色餐點","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-24 22:54:56","11","","","松阪豬炒水蓮","",0,220,1,220,0,"",0,220,210,"下酒菜","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-24 22:54:56","11","","","酒蒸蛤蠣","",0,320,1,320,0,"",0,320,305,"湯物","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-24 22:54:56","11","","","琥珀","",0,380,1,380,0,"",0,380,362,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-24 22:54:56","11","","","塔香菌菇炒蝦","",0,380,1,380,0,"",0,380,362,"下酒菜","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-24 22:54:56","11","","","香滷牛三寶拼盤","",0,380,1,380,0,"",0,380,362,"滷味","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-24 22:54:56","11","","","Special Cocktail(時價)","",0,420,1,420,0,"",0,420,399,"Special及活動","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-13 19:46:39","13","","","雲斯頓天香5毫克","",0,100,1,100,0,"",0,100,95,"香菸","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","假日21點前入場招待","",0,0,1,0,0,"",0,0,0,"過往活動及已下架產品","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","Rockbare McLaren Vale Grenache Red Wine(Glass)","",0,0,1,0,0,"",0,0,0,"House Wine","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","6 Cocktail Shots(6杯一樣)","",0,0,1,0,0,"",0,0,0,"Shot","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","假日21點前入場招待","",0,0,3,0,0,"",0,0,0,"過往活動及已下架產品","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","Rockbare Clare Valley Riesling White Wine(Glass)","",0,0,3,0,0,"",0,0,0,"House Wine","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","蒜酥黃金魚皮","",0,220,1,220,0,"",0,220,210,"特色餐點","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","松阪豬炒水蓮","",0,220,1,220,0,"",0,220,210,"下酒菜","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","野菇櫻花蝦飯","",0,250,1,250,0,"",0,250,238,"主食","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","干貝雞汁拌麵","",0,260,1,260,0,"",0,260,248,"主食","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","可樂果炸雞","",0,320,1,320,0,"",0,320,305,"炸物","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","秘制滷味拼盤","",0,360,1,360,0,"",0,360,343,"滷味","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","雲嫣","",0,380,1,380,0,"",0,380,362,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","琥珀","",0,380,1,380,0,"",0,380,362,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","西方世界","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","尋根","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","浮生若夢","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","龍柏","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","哈庫那瑪塔塔","",0,420,1,420,0,"",0,420,400,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","山海關","",0,420,1,420,0,"",0,420,400,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","哈庫那瑪塔塔","",0,420,1,420,0,"",0,420,400,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","吉祥炸物拼盤","",0,450,1,450,0,"",0,450,429,"炸物","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-26 22:01:37","3","","","八月優惠特調Shots(6杯)","",0,600,1,600,0,"",0,600,569,"過往活動及已下架產品","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-28 02:15:43","27-1","","","浮生若夢","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-14 00:34:22","24","","","雲斯頓呱旋風6毫克","",0,100,1,100,0,"",0,100,95,"香菸","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 22:07:32","6","","","黑金流沙包","",0,120,1,120,0,"",0,120,114,"甜點","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 22:07:32","6","","","香辣干燒蝦拌麵","",0,260,1,260,0,"",0,260,248,"主食","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 22:07:32","6","","","可樂果炸雞","",0,320,1,320,0,"",0,320,305,"炸物","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 22:07:32","6","","","琥珀","",0,380,1,380,0,"",0,380,362,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 22:07:32","6","","","雲初之上","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-14 22:29:40","2","","","Rockbare Clare Valley Riesling White Wine(Glass)","",0,250,1,250,0,"",0,250,238,"House Wine","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-14 22:29:40","2","","","琥珀","",0,380,1,380,0,"",0,380,362,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-14 22:29:40","2","","","西方世界","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-14 22:29:40","2","","","尋根","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-14 22:29:40","2","","","哈庫那瑪塔塔","",0,420,1,420,0,"",0,420,400,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-23 01:42:16","14","","","太極雙醬薯條","",0,220,1,220,0,"",0,220,210,"炸物","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-23 01:42:16","14","","","尋根","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-23 01:42:16","14","","","龍柏","",0,400,1,400,0,"",0,400,380,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 01:43:25","24","","","Oolong Tea I/H","",0,120,1,120,0,"",0,120,114,"Soft Drink","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 01:43:25","24","","","黑白無腸","",0,180,1,180,0,"",0,180,171,"特色餐點","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 01:43:25","24","","","松阪豬炒水蓮","",0,220,1,220,0,"",0,220,210,"下酒菜","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 01:43:25","24","","","塔香菌菇炒蝦","",0,380,1,380,0,"",0,380,362,"下酒菜","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 01:43:25","24","","","初夏 (PERONI仲夏限定特調)","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 01:43:25","24","","","尋根","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 01:43:25","24","","","西方世界","",0,400,1,400,0,"",0,400,381,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-21 01:43:25","24","","","仲夏 (PERONI仲夏限定特調)","",0,450,1,450,0,"",0,450,429,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-23 22:05:48","7","","","干貝雞汁拌麵","",0,260,1,260,0,"",0,260,248,"主食","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-10 20:44:12","7","","","Gin  Tonic","",0,320,1,320,0,"",0,320,305,"Classic Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-27 20:34:49","9","","","秘制滷味拼盤","",0,0,1,0,0,"",0,0,0,"滷味","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-27 20:34:49","9","","","金鑽會員餐食兌換券","",0,0,1,0,0,"",0,0,0,"Ocard兌換券","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-27 20:34:49","9","","","Special Cocktail(時價)","",0,350,1,350,0,"",0,350,333,"Special及活動","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-27 20:34:49","9","","","Twentieth Century","",0,350,1,350,0,"",0,350,333,"Other Classic","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-27 20:34:49","9","","","琥珀","",0,380,1,380,0,"",0,380,362,"Signature Cocktail","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-27 20:34:49","9","","","Special Cocktail(時價)","",0,400,1,400,0,"",0,400,381,"Special及活動","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-27 20:34:49","9","","","Special Cocktail(時價)","",0,420,1,420,0,"",0,420,400,"Special及活動","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-27 20:34:49","9","","","Special Cocktail(時價)","",0,420,1,420,0,"",0,420,401,"Special及活動","內用","POS","","","","","","","","","","","","","","","","","","","","","","",""
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-29 01:24:29","14","","","Long Island Iced Tea","加濃",50,380,1,430,0,"",0,430,410,"Other Classic","內用","POS","","","","","","","","","加濃","","","","","","","","","","","","","",""
