"結帳時間","類型","單號/交易序號","","發票號碼","銷售金額","實收金額","服務費","折扣","稅額","支付方式","員工",""
"2022/08/1301:44","內用","23
2022081222140023
","","","3,487","3,487","317","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1302:27","內用","31
2022081301180031
","","","902","902","82","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1302:31","內用","28
2022081223370028
","","","2,563","2,563","233","0","0","=""LINE Pay""","-(000000)90466979",""
"2022/08/1302:32","內用","27
2022081223180027
","","","3,399","3,399","309","0","0","=""現金""","-(000000)90466979",""
"2022/08/1302:33","內用","1
2022081217350001
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1319:30","內用","8
2022081317440008
","","","2,695","2,695","245","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1319:43","內用","12
2022081319430012
","","","125","125","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1319:46","內用","13
2022081319450013
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1321:21","內用","11
2022081319390011
","","","1,529","1,529","139","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1322:09","內用","2
2022081317440002
","","","3,366","3,366","306","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1322:26","內用","15
2022081320340015
","","","2,178","2,178","198","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1323:23","內用","4
2022081317440004
","","","2,497","2,497","227","0","0","=""funNow、信用卡""","-(000000)90466979",""
"2022/08/1323:27","內用","9
2022081317440009
","","","4,774","4,654","434","120","0","=""funNow、信用卡""","-(000000)90466979",""
"2022/08/1323:38","內用","5
2022081317440005
","","","4,070","4,070","370","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1323:48","內用","16
2022081320440016
","","","1,518","1,518","138","0","0","=""現金""","-(000000)90466979",""
"2022/08/1400:01","內用","6
2022081317440006
","","","4,774","4,774","434","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1400:20","內用","18
2022081321520018
","","","3,014","3,014","274","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1400:28","內用","21
2022081323440022
","","","1,716","1,716","156","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1400:32","內用","23
2022081400310023
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1400:34","內用","24
2022081400340024
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1400:45","內用","20
2022081322340020
","","","2,860","2,860","260","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1400:46","內用","22
2022081323350021
","","","418","418","38","0","0","=""LINE Pay""","-(000000)90466979",""
"2022/08/1400:47","內用","1
2022081317430001
","","","7,447","7,447","677","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1401:04","內用","14
2022081320320014
","","","6,160","6,160","560","0","0","=""現金""","-(000000)90466979",""
"2022/08/1401:06","內用","7
2022081317440007
","","","2,123","2,123","193","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1401:07","內用","25
2022081400530025
","","","418","418","38","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1401:12","內用","3
2022081317440003
","","","7,502","7,502","682","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1401:23","內用","19
2022081322110019
","","","2,805","2,805","255","0","0","=""現金""","-(000000)90466979",""
"2022/08/1402:23","內用","27
2022081401260027
","","","3,718","3,718","338","0","0","=""現金""","-(000000)90466979",""
"2022/08/1402:28","內用","28
2022081401300028
","","","3,872","3,872","352","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1402:32","內用","17
2022081321050017
","","","5,643","5,643","513","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1402:33","內用","29
2022081401390029
","","","1,320","1,320","120","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1402:36","內用","10
2022081318190010
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1402:37","內用","26
2022081401010026
","","","2,948","2,948","268","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1421:04","內用","5
2022081419480005
 作廢2022/08/15 01:46","","","1,540","1,540","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1421:07","內用","9
2022081421070009
","","","125","125","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1421:22","內用","3
2022081419310003
","","","2,816","2,816","256","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1421:39","內用","7
2022081420420007
","","","1,749","1,749","159","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1422:11","內用","6
2022081419550006
","","","2,937","2,937","267","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1422:29","內用","2
2022081417470002
","","","2,035","2,035","185","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1423:56","內用","8
2022081420430008
","","","3,487","3,487","317","0","0","=""現金""","-(000000)90466979",""
"2022/08/1500:08","內用","10
2022081422020010
","","","2,420","2,420","220","0","0","=""現金""","-(000000)90466979",""
"2022/08/1500:19","內用","11
2022081422050011
","","","2,640","2,640","240","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1501:27","內用","13
2022081501030013
","","","350","350","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1501:29","內用","4
2022081419380004
","","","4,279","4,279","389","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1501:33","內用","12
2022081500290012
","","","3,520","3,520","320","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1501:37","內用","14
2022081501350014
","","","880","880","80","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1501:39","內用","1
2022081417470001
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1501:47","內用","15
2022081501460015
","","","1,540","1,540","0","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1518:30","內用","5
2022081518290005
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1519:58","內用","8
2022081519580008
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1519:59","內用","6
2022081519290006
","","","352","352","32","0","0","=""現金""","-(000000)90466979",""
"2022/08/1521:44","內用","7
2022081519330007
","","","2,398","2,398","218","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1522:35","內用","4
2022081518050004
","","","3,597","3,347","327","250","0","=""信用卡""","-(000000)90466979",""
"2022/08/1522:38","內用","10
2022081521480010
","","","858","858","78","0","0","=""現金""","-(000000)90466979",""
"2022/08/1600:19","內用","2
2022081517370002
","","","3,707","3,707","337","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1601:26","內用","11
2022081600220011
","","","440","440","40","0","0","=""現金""","-(000000)90466979",""
"2022/08/1601:32","內用","9
2022081521390009
","","","4,147","4,147","377","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1601:38","內用","12
2022081600520012
","","","473","473","43","0","0","=""現金""","-(000000)90466979",""
"2022/08/1601:38","內用","13
2022081601210013
","","","1,210","1,210","110","0","0","=""現金""","-(000000)90466979",""
"2022/08/1601:40","內用","3
2022081517370003
","","","5,929","5,679","539","250","0","=""信用卡""","-(000000)90466979",""
"2022/08/1601:41","內用","1
2022081502070001
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1601:49","內用","14
2022081601460014
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1619:57","內用","6
2022081619570006
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1620:53","內用","7
2022081620530007
","","","125","125","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1621:11","內用","5
2022081619360005
","","","3,146","3,146","286","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1621:16","內用","8
2022081621150008
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1621:19","內用","9
2022081621190009
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1622:59","內用","10
2022081621310010
","","","1,342","1,342","122","0","0","=""現金""","-(000000)90466979",""
"2022/08/1623:55","內用","3
2022081619150003
","","","2,288","2,288","208","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1700:24","內用","11
2022081622420011
","","","924","924","84","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1700:52","內用","4
2022081619360004
","","","1,870","1,870","170","0","0","=""現金""","-(000000)90466979",""
"2022/08/1701:25","內用","12
2022081623000012
","","","1,232","1,232","112","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1701:31","內用","13
2022081700580013
","","","1,463","1,463","133","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1701:31","內用","1
2022081617430001
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1719:42","內用","6
2022081718400006
","","","968","968","88","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1721:00","內用","2
2022081717390002
","","","770","770","70","0","0","=""現金""","-(000000)90466979",""
"2022/08/1722:34","內用","7
2022081720300007
","","","1,265","1,265","115","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1722:49","內用","8
2022081721460008
","","","2,101","2,101","191","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1723:22","內用","4
2022081718190004
","","","7,095","7,095","645","0","0","=""現金""","-(000000)90466979",""
"2022/08/1723:23","內用","5
2022081718190005
","","","7,502","7,502","682","0","0","=""現金""","-(000000)90466979",""
"2022/08/1723:42","內用","11
2022081722530011
","","","1,716","1,716","156","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1800:09","內用","10
2022081722520010
","","","320","224","0","96","0","=""信用卡""","-(000000)90466979",""
"2022/08/1801:07","內用","3
2022081717400003
","","","3,344","3,344","304","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1801:30","內用","9
2022081721480009
","","","9,141","9,141","831","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1801:33","內用","3-1
2022081800080012
","","","2,442","2,442","222","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1801:36","內用","12
2022081800470013
","","","1,265","1,265","115","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1801:36","內用","1
2022081717310001
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1802:04","內用","1
2022081802030001
","","","220","220","20","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1817:42","內用","5
2022081817420005
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1817:45","內用","6
2022081817450006
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1817:48","內用","7
2022081817480007
","","","125","125","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1820:32","內用","4
2022081817250004
","","","1,826","1,826","166","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1822:27","內用","3
2022081817250003
","","","2,035","1,785","185","250","0","=""信用卡""","-(000000)90466979",""
"2022/08/1823:03","內用","10
2022081821230010
 作廢2022/08/19 00:13","","","2,167","2,047","197","120","0","=""funNow、現金""","-(000000)90466979",""
"2022/08/1823:15","內用","9
2022081820150009
","","","1,738","1,738","158","0","0","=""LINE Pay""","-(000000)90466979",""
"2022/08/1823:49","內用","8
2022081819260008
","","","1,782","1,782","162","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1900:14","內用","12
2022081900130012
","","","2,167","2,047","197","120","0","=""funNow、信用卡""","-(000000)90466979",""
"2022/08/1900:37","內用","2
2022081802130002
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1917:50","內用","12
2022081917500012
","","","125","125","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1918:56","內用","14
2022081918560014
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/1920:24","內用","5
2022081917490005
","","","4,345","4,345","395","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1921:19","內用","3
2022081917480003
","","","15,224","15,224","1,384","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1921:30","內用","6
2022081917490006
","","","1,408","1,408","128","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1921:32","內用","4
2022081917480004
","","","2,585","2,585","235","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1921:36","內用","16
2022081920060016
","","","1,804","1,804","164","0","0","=""funNow、信用卡""","-(000000)90466979",""
"2022/08/1921:45","內用","8
2022081917490008
","","","1,694","1,694","154","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1921:46","內用","2
2022081917480002
","","DK09469939","9,999","9,999","909","0","476","=""信用卡""","-(000000)90466979",""
"2022/08/1921:53","內用","17
2022081920290017
","","","836","836","76","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1922:15","內用","15
2022081919230015
","","","2,596","2,596","236","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1922:25","內用","9
2022081917490009
","","","2,277","2,277","207","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1923:07","內用","7
2022081917490007
","","","1,936","1,936","176","0","0","=""現金""","-(000000)90466979",""
"2022/08/1923:30","內用","11
2022081917500011
","","","5,423","5,423","493","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/1923:52","內用","22
2022081922180022
","","","2,002","2,002","182","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2000:14","內用","26
2022081923020026
","","","737","737","67","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2000:16","內用","24
2022081922530024
","","","1,144","1,144","104","0","0","=""現金""","-(000000)90466979",""
"2022/08/2000:26","內用","19
2022081921410019
","","","2,420","2,420","220","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2000:27","內用","25
2022081922550025
","","","1,232","1,232","112","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2000:29","內用","18
2022081921400018
","","DK09469940","2,706","2,706","246","0","129","=""信用卡""","-(000000)90466979",""
"2022/08/2000:33","內用","27
2022081923030027
","","","1,738","1,738","158","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2000:38","內用","23
2022081922450023
","","","2,167","2,167","197","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2000:57","內用","20
2022081921580020
","","","3,377","3,377","307","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2001:34","內用","28
2022081923100028
","","","1,400","980","0","420","0","=""信用卡""","-(000000)90466979",""
"2022/08/2002:19","內用","31
2022082001010031
","","DK09469941","2,860","2,860","260","0","136","=""信用卡""","-(000000)90466979",""
"2022/08/2002:31","內用","29
2022082000010029
","","","900","630","0","270","0","=""現金""","-(000000)90466979",""
"2022/08/2002:34","內用","32
2022082001300032
 作廢2022/08/20 03:20","","","1,243","1,243","113","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2002:40","內用","30
2022082001010030
","","","6,457","6,457","587","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2002:48","內用","13
2022081917510013
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2002:57","內用","33
2022082002530033
","","","350","245","0","105","0","=""信用卡""","-(000000)90466979",""
"2022/08/2003:06","內用","10
2022081917500010
","","","35,442","35,442","3,222","0","0","=""信用卡、現金""","-(000000)90466979",""
"2022/08/2003:08","內用","34
2022082003070034
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2003:20","內用","35
2022082003200035
","","","1,243","1,243","113","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2003:34","內用","1
2022082003270001
","","","704","704","64","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2003:56","內用","2
2022082003550002
","","","125","125","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2005:37","內用","3
2022082004430003
","","","2,030","1,230","0","800","0","=""信用卡""","-(000000)90466979",""
"2022/08/2005:39","內用","4
2022082005030004
","","","320","320","0","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2017:20","內用","7
2022082017190007
","","","125","125","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2021:24","內用","16
2022082018070016
","","","3,531","3,531","321","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2021:48","內用","14
2022082017370014
","","","2,772","2,772","252","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2022:13","內用","11
2022082017360011
","","","1,430","1,430","130","0","0","=""現金""","-(000000)90466979",""
"2022/08/2022:25","內用","22
2022082021430022
","","","902","902","82","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2022:28","內用","13
2022082017370013
","","","2,717","2,717","247","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2022:51","內用","17
2022082020250017
","","","1,980","1,980","180","0","0","=""現金""","-(000000)90466979",""
"2022/08/2023:07","內用","12
2022082017360012
","","DK09469942","1,947","1,947","177","0","93","=""信用卡""","-(000000)90466979",""
"2022/08/2023:08","內用","9
2022082017360009
","","","6,215","6,215","565","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2023:33","內用","23
2022082021470023
","","","2,167","2,167","197","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2023:43","內用","30
2022082023430030
","","","125","125","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2100:09","內用","10
2022082017360010
","","","3,861","3,861","351","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2100:11","內用","21
2022082021150021
","","","4,774","4,774","434","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2100:24","內用","8
2022082017360008
","","","8,030","8,030","730","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2100:28","內用","31
2022082023510031
","","","880","880","80","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2101:29","內用","25
2022082022300025
","","","3,300","3,300","300","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2101:35","內用","28
2022082023090028
","","","3,333","3,333","303","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2101:43","內用","24
2022082022050024
","","","2,805","2,805","255","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2102:09","內用","29
2022082023220029
","","","9,383","9,383","853","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2102:23","內用","5
2022082005580005
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2120:21","內用","3
2022082117370003
","","DK09469943","3,531","3,531","321","0","168","=""信用卡""","-(000000)90466979",""
"2022/08/2120:27","內用","1
2022082117370001
","","","4,642","4,642","422","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2122:22","內用","6
2022082120320006
","","","2,178","2,178","198","0","0","=""現金""","-(000000)90466979",""
"2022/08/2122:39","內用","9
2022082121020009
","","","2,706","2,706","246","0","0","=""現金""","-(000000)90466979",""
"2022/08/2123:13","內用","11
2022082123020011
","","","440","440","40","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2123:53","內用","8
2022082120470008
","","","7,612","6,862","692","750","0","=""信用卡""","-(000000)90466979",""
"2022/08/2200:53","內用","7
2022082120350007
","","","2,376","2,376","216","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2201:23","內用","5
2022082119470005
","","","770","770","70","0","0","=""現金""","-(000000)90466979",""
"2022/08/2201:34","內用","10
2022082122200010
 作廢2022/08/22 01:43","","","2,838","2,838","258","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2201:44","內用","12
2022082201020012
","","","780","780","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2201:46","內用","15
2022082201460015
","","","2,838","2,838","258","0","0","=""現金""","-(000000)90466979",""
"2022/08/2201:47","內用","4
2022082118020004
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2218:01","內用","5
2022082218010005
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2220:08","內用","8
2022082219380008
","","","385","385","35","0","0","=""現金""","-(000000)90466979",""
"2022/08/2221:12","內用","3
2022082217510003
","","DK09469944","5,445","5,445","495","0","259","=""信用卡""","-(000000)90466979",""
"2022/08/2221:31","內用","9
2022082221310009
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2300:11","內用","7
2022082218550007
","","","9,119","9,119","829","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2300:12","內用","4
2022082217520004
","","","22,814","22,814","2,074","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2300:34","內用","10
2022082222050010
","","","2,739","2,739","249","0","0","=""現金""","-(000000)90466979",""
"2022/08/2301:42","內用","14
2022082300320014
","","","1,122","1,122","102","0","0","=""現金""","-(000000)90466979",""
"2022/08/2301:44","內用","1
2022082217510001
","","","7,900","7,650","0","250","0","=""信用卡""","-(000000)90466979",""
"2022/08/2301:54","內用","2
2022082217510002
","","","3,201","3,201","291","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2301:59","內用","6
2022082218340006
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2301:59","內用","15
2022082301550015
","","","125","125","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2302:18","內用","1
2022082302170001
","","","4,950","4,950","450","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2302:39","內用","2
2022082302380002
","","","385","385","35","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2320:37","內用","6
2022082320370006
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2322:05","內用","7
2022082321300007
","","","260","260","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2400:03","內用","9
2022082400010009
","","","300","300","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2400:44","內用","5
2022082319010005
","","","2,134","2,134","194","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2400:48","內用","3
2022082317250003
","","","3,575","3,575","325","0","0","=""現金""","-(000000)90466979",""
"2022/08/2401:13","內用","8
2022082322470008
","","","4,224","4,224","384","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2401:16","內用","10
2022082400040010
","","","3,839","3,839","349","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2401:41","內用","4
2022082318450004
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2420:37","內用","2
2022082417330002
","","","3,641","3,641","331","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2421:04","內用","4
2022082417330004
","","","3,861","3,861","351","0","0","=""LINE Pay""","-(000000)90466979",""
"2022/08/2422:54","內用","11
2022082419540011
","","","2,442","2,442","222","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2423:09","內用","6
2022082417330006
","","DK09469945","5,269","5,269","479","0","251","=""信用卡""","-(000000)90466979",""
"2022/08/2423:17","內用","13
2022082422120013
","","","1,410","1,210","110","200","0","=""信用卡""","-(000000)90466979",""
"2022/08/2423:31","內用","10
2022082419170010
","","","1,815","1,815","165","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2423:40","內用","12
2022082419550012
","","","1,265","1,015","115","250","0","=""信用卡""","-(000000)90466979",""
"2022/08/2423:42","內用","9
2022082419170009
","","","1,782","1,782","162","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2500:02","內用","3
2022082417330003
","","","825","575","75","250","0","=""現金""","-(000000)90466979",""
"2022/08/2500:09","內用","1-1
2022082500060015
","","DK09469946","2,992","2,992","272","0","142","=""信用卡""","-(000000)90466979",""
"2022/08/2500:13","內用","1
2022082417330001
","","","8,019","8,019","729","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2500:27","內用","5
2022082417330005
","","","10,054","10,054","914","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2501:32","內用","14
2022082423410014
","","","11,088","11,088","1,008","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2501:37","內用","7
2022082417530007
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2501:37","內用","8
2022082418170008
","","","540","300","0","240","0","=""現金""","-(000000)90466979",""
"2022/08/2521:15","內用","4
2022082519560004
","","","1,056","1,056","96","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2521:47","內用","1
2022082517460001
","","","3,223","3,223","293","0","0","=""LINE Pay""","-(000000)90466979",""
"2022/08/2522:22","內用","3
2022082518340003
","","DK09469947","4,015","4,015","365","0","191","=""現金""","-(000000)90466979",""
"2022/08/2523:29","內用","8
2022082523200008
","","","660","341","60","319","0","=""信用卡""","-(000000)90466979",""
"2022/08/2600:13","內用","9
2022082600130009
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2601:04","內用","7
2022082523080007
","","","2,948","2,948","268","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2601:27","內用","10
2022082600430010
","","","352","352","32","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2601:28","內用","11
2022082600560011
","","","418","418","38","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2601:29","內用","6
2022082522140006
","","","2,486","2,486","226","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2601:30","內用","2
2022082517570002
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2602:21","內用","1
2022082602000001
","","","495","495","45","0","0","=""現金""","-(000000)90466979",""
"2022/08/2616:21","內用","2
2022082616210002
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2620:18","內用","4
2022082617340004
","","","1,100","1,100","100","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2621:10","內用","20
2022082621100020
","","","125","125","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2621:43","內用","10
2022082617340010
","","","2,090","2,090","190","0","0","=""現金""","-(000000)90466979",""
"2022/08/2621:47","內用","8
2022082617340008
","","","2,024","2,024","184","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2621:52","內用","5
2022082617340005
","","","8,107","8,107","737","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2621:58","內用","11
2022082617340011
","","DK09469948","2,299","2,299","209","0","109","=""現金""","-(000000)90466979",""
"2022/08/2622:01","內用","3
2022082617340003
","","","6,930","6,930","630","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2622:27","內用","12
2022082617340012
","","","5,544","5,544","504","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2623:16","內用","6
2022082617340006
","","","1,606","1,606","146","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2623:21","內用","7
2022082617340007
","","","418","304","38","114","0","=""信用卡""","-(000000)90466979",""
"2022/08/2623:50","內用","15
2022082618060015
","","","15,675","15,675","1,425","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2623:55","內用","27
2022082623030028
","","DK09469949","1,650","1,650","150","0","79","=""信用卡""","-(000000)90466979",""
"2022/08/2700:10","內用","21
2022082621340021
","","","7,623","7,623","693","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2700:23","內用","23
2022082622020023
 作廢2022/08/27 02:52","","","9,702","9,702","882","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2700:33","內用","24
2022082622130024
","","","5,390","5,390","490","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2701:00","內用","28
2022082623510029
","","","1,628","1,628","148","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2701:04","內用","22
2022082621520022
","","","3,014","3,014","274","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2701:09","內用","9
2022082617340009
","","","5,192","5,192","472","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2701:32","內用","14
2022082617350014
","","","5,016","5,016","456","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2701:40","內用","14-1
2022082622360027
","","","5,258","5,258","478","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2701:54","內用","26
2022082622220026
","","","2,794","2,794","254","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2701:55","內用","29
2022082623520030
","","","737","737","67","0","0","=""現金""","-(000000)90466979",""
"2022/08/2702:28","內用","31
2022082702220032
","","","385","385","35","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2702:31","內用","18
2022082620590018
","","","5,412","5,412","492","0","0","=""信用卡""","-(000000)90466979",""
