sales_date,product_type,product_name,amount,price
2022-08-06,Ocard金鑽會員點數兌換,金鑽兌換-純飲Shots乙盤(6杯) 25點,4,0
2022-08-06,Shot,House Shot,4,0
2022-08-06,特色餐點,芥末蘋果蝦球,1,340
2022-08-06,Soft Drink,Oolong Milk Tea I/H,1,220
2022-08-06,Classic Cocktail,Gin  Tonic,1,320
2022-08-06,Signature Cocktail,綠洲,1,400
2022-08-06,Signature Cocktail,哈庫那瑪塔塔,1,420
2022-08-06,Signature Cocktail,炙陽,1,380
2022-08-06,Shot,House Shot,4,0
2022-08-06,炸物,酥炸廣島牡蠣,1,320
2022-08-06,炸物,太極雙醬薯條,1,220
2022-08-06,Shot,House Shot,4,0
2022-08-06,湯物,酒蒸蛤蠣,3,960
2022-08-06,Shot,House Shot,4,0
2022-08-06,特色餐點,蒜酥黃金魚皮,1,220
2022-08-06,Signature Cocktail,浮生若夢,1,400
2022-08-06,過往活動及已下架產品,八月優惠特調Shots(6杯),2,0
2022-08-06,Signature Cocktail,琥珀,1,380
2022-08-06,Signature Cocktail,盛夏 (PERONI仲夏限定特調),1,400
2022-08-06,過往活動及已下架產品,八月優惠特調Shots(6杯),4,0
2022-08-06,Shot,House Shot,4,0
2022-08-06,下酒菜,松阪豬炒水蓮,1,220
2022-08-06,滷味,香滷牛三寶拼盤,1,380
2022-08-06,Signature Cocktail,白霜,1,380
2022-08-06,特色餐點,芥末蘋果蝦球,1,340
2022-08-06,Soft Drink,Earl Grey Milk Tea I/H,1,220
2022-08-06,杯子,破杯費(薄威士忌杯),1,300
2022-08-06,主食,干貝雞汁拌麵,1,260
2022-08-06,炸物,酥炸廣島牡蠣,1,320
2022-08-06,開胃小點,酸辣土豆絲,2,160
2022-08-06,炸物,祥鳳雞翅,2,560
2022-08-06,Signature Cocktail,東方美人,1,420
2022-08-06,Signature Cocktail,龍柏,1,400
2022-08-06,下酒菜,松阪豬炒水蓮,1,220
2022-08-06,湯物,酒蒸蛤蠣,1,320
2022-08-06,Signature Cocktail,白霜,1,380
2022-08-06,Signature Cocktail,尋根,1,400
2022-08-06,炸物,吉祥炸物拼盤,1,450
2022-08-06,Signature Cocktail,盛夏 (PERONI仲夏限定特調),1,400
2022-08-06,Signature Cocktail,雲嫣,1,380
2022-08-06,Signature Cocktail,琥珀,1,380
2022-08-06,Signature Cocktail,白霜,1,380
2022-08-06,Signature Cocktail,西方世界,1,400
2022-08-06,Signature Cocktail,雲初之上,1,400
2022-08-06,Signature Cocktail,雲嫣,1,380
2022-08-06,炸物,可樂果炸雞,1,320
2022-08-06,炸物,太極雙醬薯條,1,220
2022-08-06,Special及活動,Special Cocktail,1,380
2022-08-06,Signature Cocktail,哈庫那瑪塔塔,1,420
2022-08-06,特色餐點,蒜酥黃金魚皮,1,220
2022-08-06,Gin,LONEWOLF,1,380
2022-08-06,炸物,酥炸廣島牡蠣,1,320
2022-08-06,Other Classic,Cuba Libre,1,300
2022-08-06,主食,干貝雞汁拌麵,1,260
2022-08-06,Signature Cocktail,尋根,1,400
2022-08-06,滷味,秘制滷味拼盤,1,360
2022-08-06,Signature Cocktail,盛夏 (PERONI仲夏限定特調),1,400
2022-08-06,Special及活動,Special Cocktail,1,380
2022-08-06,Classic Cocktail,Negroni,1,380
2022-08-06,Signature Cocktail,琥珀,1,380
2022-08-06,Classic Cocktail,Old Fashion,1,350
2022-08-06,滷味,自制滷豆干,1,100
2022-08-06,Special及活動,Special Cocktail,1,380
2022-08-06,Signature Cocktail,東方美人,1,420
2022-08-06,Signature Cocktail,尋根,1,400
2022-08-06,Signature Cocktail,琥珀,1,380
2022-08-06,Signature Cocktail,浪子之琴,1,420
2022-08-06,Other Classic,South Side,1,320
2022-08-06,過往活動及已下架產品,八月優惠特調Shots(6杯),1,0
2022-08-06,Special及活動,Special Cocktail,1,500
2022-08-06,Classic Cocktail,Negroni,1,380
2022-08-06,Shot,6 Cocktail Shots,1,0
2022-08-06,炸物,吉祥炸物拼盤,1,450
2022-08-06,Signature Cocktail,綠洲,1,400
2022-08-06,Signature Cocktail,雲初之上,1,400
2022-08-06,Signature Cocktail,哈庫那瑪塔塔,1,420
2022-08-06,Other Classic,Gin Fizz,1,350
2022-08-06,香菸,雲斯頓呱旋風6毫克,1,100
2022-08-06,Special及活動,Special Cocktail,1,420
2022-08-06,Special及活動,Special Cocktail,1,420
2022-08-07,Other Classic,JagerBomb,2,700
2022-08-07,Gin,TOBERMORY,1,450
2022-08-07,Classic Cocktail,Gin  Tonic,1,320
2022-08-07,Classic Cocktail,Gin  Tonic,1,320
2022-08-07,Special及活動,清潔費,1,2000
2022-08-07,招待,招待Whisky Shot,10,0
2022-08-07,招待,招待Whisky Shot,10,0
2022-08-07,招待,員工喝High Ball,1,0
2022-08-07,招待,員工喝 Redbull,1,0
2022-08-07,招待,招待Gin Shot,5,0
2022-08-07,招待,招待Whisky Shot,6,0
2022-08-07,招待,招待Gin Shot,4,0
2022-08-07,招待,招待Gin Shot,3,0
2022-08-07,招待,招待Whisky Shot,10,0
2022-08-07,Other Classic,Long Island Iced Tea,1,380
2022-08-07,Signature Cocktail,琥珀,1,380
2022-08-07,湯物,酒蒸蛤蠣,1,320
2022-08-07,開胃小點,臥龍三椒鳳爪,1,120
2022-08-07,開胃小點,酸辣土豆絲,1,80
2022-08-07,House Wine,Rockbare Clare Valley Riesling,1,250
2022-08-07,Signature Cocktail,哈庫那瑪塔塔,1,420
2022-08-07,Classic Cocktail,Singapore Sling,1,380
2022-08-07,Signature Cocktail,雲嫣,1,380
2022-08-07,炸物,太極雙醬薯條,1,220
2022-08-07,Signature Cocktail,山海關,1,420
2022-08-07,Classic Cocktail,Side Car,2,700
2022-08-07,House Wine,Rockbare McLaren Vale Grenache,1,250
2022-08-07,下酒菜,油潑香辣腱子肉,1,240
2022-08-07,下酒菜,松阪豬炒水蓮,1,220
2022-08-07,主食,香辣干燒蝦拌麵,1,260
2022-08-07,Classic Cocktail,Mojito,1,350
2022-08-07,Other Classic,Derby,1,320
2022-08-07,Ocard兌換券,鉑金會員二樓限定餐食兌換券,1,0
2022-08-07,特色餐點,特製皮蛋豆腐,1,0
2022-08-07,Signature Cocktail,The Macallan Silend Third,1,400
2022-08-07,炸物,太極雙醬薯條,1,0
2022-08-07,Other Classic,Mocking Bird,1,350
2022-08-07,Other Classic,White Lady,1,350
2022-08-07,Other Classic,Kings Valley,1,350
2022-08-07,Other Classic,Kamikaze,1,350
2022-08-07,Ocard兌換券,鉑金會員升階禮兌換券,1,0
2022-08-07,Signature Cocktail,初夏 (PERONI仲夏限定特調),1,400
2022-08-07,特色餐點,黑白無腸,1,180
2022-08-07,Beer,1664 白啤酒,2,400
2022-08-07,Classic Cocktail,Mojito,1,350
2022-08-07,Beer,1664 白啤酒,1,200
2022-08-07,Beer,1664 白啤酒,1,200
2022-08-07,Classic Cocktail,Mojito,1,350
2022-08-07,Signature Cocktail,東方美人,1,420
2022-08-07,Signature Cocktail,盛夏 (PERONI仲夏限定特調),1,400
2022-08-07,Beer,1664 白啤酒,1,200
2022-08-07,Other Classic,Long Island Iced Tea,1,380
2022-08-07,炸物,吉祥炸物拼盤,1,450
2022-08-07,Beer,1664 白啤酒,1,200
2022-08-07,Beer,PERONI draft beer,2,500
2022-08-07,Other Classic,Long Island Iced Tea,1,380
2022-08-07,Classic Cocktail,God Father,1,350
2022-08-07,Classic Cocktail,Penicillin,1,400
2022-08-07,Signature Cocktail,尋根,1,400
2022-08-07,Signature Cocktail,哈庫那瑪塔塔,1,420
2022-08-07,Signature Cocktail,東方美人,1,420
2022-08-07,炸物,吉祥炸物拼盤,3,1350
2022-08-07,Signature Cocktail,龍柏,1,400
2022-08-07,下酒菜,松阪豬炒水蓮,3,660
2022-08-07,Beer,PERONI draft beer,1,250
2022-08-07,Signature Cocktail,雲初之上,1,400
2022-08-07,滷味,香滷牛三寶拼盤,3,1140
2022-08-07,Beer,PERONI draft beer,1,250
2022-08-07,Soft Drink,Cramberry Juice,1,120
2022-08-07,下酒菜,油潑香辣腱子肉,2,480
2022-08-07,炸物,可樂果炸雞,3,960
2022-08-07,Signature Cocktail,雲初之上,1,400
2022-08-07,Beer,PERONI draft beer,2,500
2022-08-07,開胃小點,酸辣土豆絲,4,320
2022-08-07,Signature Cocktail,哈庫那瑪塔塔,1,420
2022-08-07,下酒菜,塔香菌菇炒蝦,2,760
2022-08-07,Signature Cocktail,琥珀,1,380
2022-08-07,Signature Cocktail,初夏 (PERONI仲夏限定特調),1,400
2022-08-07,Signature Cocktail,琥珀,1,380
2022-08-07,Signature Cocktail,尋根,2,800
2022-08-07,Signature Cocktail,琥珀,1,380
2022-08-07,Signature Cocktail,白霜,1,380
2022-08-07,湯物,酒蒸蛤蠣,2,640
2022-08-07,Signature Cocktail,山海關,1,420
2022-08-07,Signature Cocktail,琥珀,1,380
2022-08-07,Beer,PERONI draft beer,4,1000
2022-08-07,Signature Cocktail,尋根,1,400
2022-08-07,主食,香辣干燒蝦拌麵,1,260
2022-08-07,香菸,雲斯頓天香5毫克,1,100
2022-08-07,Special及活動,主廚限定餐點,1,280
2022-08-07,Classic Cocktail,Mojito,1,350
2022-08-07,Other Classic,JagerBomb,1,350
2022-08-07,湯物,番茄豚肉湯,1,320
2022-08-07,Special及活動,Special Cocktail,1,350
2022-08-07,下酒菜,松阪豬炒水蓮,1,220
2022-08-07,炸物,轟炸雞軟骨,1,240
2022-08-07,炸物,祥鳳雞翅,1,280
2022-08-07,Beer,PERONI draft beer,1,250
2022-08-07,Signature Cocktail,仲夏 (PERONI仲夏限定特調),1,450
2022-08-07,主食,干貝雞汁拌麵,1,260
2022-08-07,Signature Cocktail,盛夏 (PERONI仲夏限定特調),1,400
2022-08-07,主食,香辣干燒蝦拌麵,1,260
2022-08-07,炸物,太極雙醬薯條,0,0
2022-08-07,Gin,BERLINER BRANDSTIFTER,1,450
2022-08-07,Signature Cocktail,龍柏,0,0
2022-08-07,炸物,太極雙醬薯條,1,220
2022-08-07,Signature Cocktail,龍柏,1,400
2022-08-08,主食,干貝雞汁拌麵,1,260
2022-08-08,主食,干貝雞汁拌麵,1,260
2022-08-08,Beer,PERONI draft beer,1,250
2022-08-08,炸物,祥鳳雞翅,1,280
2022-08-08,Beer,GUINNESS,1,250
2022-08-08,湯物,酒蒸蛤蠣,1,320
2022-08-08,下酒菜,松阪豬炒水蓮,1,220
2022-08-08,炸物,酥炸廣島牡蠣,1,320
2022-08-08,Beer,1664 白啤酒,1,200
2022-08-08,Classic Cocktail,Mojito,1,350
2022-08-08,下酒菜,塔香菌菇炒蝦,1,380
2022-08-08,Signature Cocktail,琥珀,1,380
2022-08-08,下酒菜,孜然霸王骨,1,450
2022-08-08,湯物,酒蒸蛤蠣,1,320
2022-08-08,Signature Cocktail,白霜,1,380
2022-08-08,招待,招待Whisky Shot,8,0
2022-08-08,招待,招待Tequila Shot,7,0
2022-08-08,招待,招待Whisky Shot,12,0
2022-08-08,招待,招待Whisky Shot,4,0
2022-08-08,杯子,破杯費(小馬丁尼杯),1,0
2022-08-08,招待,招待Whisky Shot,5,0
2022-08-08,招待,招待 特調Shot,6,0
2022-08-08,招待,招待Tequila Shot,9,0
2022-08-08,杯子,破杯費(刺蝟杯),1,0
2022-08-08,招待,招待Whisky Shot,4,0
2022-08-08,Classic Cocktail,Penicillin,1,400
2022-08-08,Signature Cocktail,山海關,1,420
2022-08-08,Signature Cocktail,東方美人,1,420
2022-08-08,Classic Cocktail,Mai Tai,1,380
2022-08-08,Signature Cocktail,哈庫那瑪塔塔,1,420
2022-08-08,炸物,太極雙醬薯條,1,220
2022-08-08,Classic Cocktail,Old Fashion,1,350
2022-08-08,下酒菜,塔香菌菇炒蝦,1,380
2022-08-08,主食,干貝雞汁拌麵,1,260
2022-08-08,Gin,季の美,1,480
2022-08-08,Signature Cocktail,琥珀,1,380
2022-08-08,炸物,轟炸雞軟骨,1,240
2022-08-08,特色餐點,烏金堅果乾酪燒,1,240
2022-08-08,Signature Cocktail,炙陽,1,380
2022-08-08,Other Classic,Long Island Iced Tea,1,380
2022-08-08,Classic Cocktail,Mojito,1,350
2022-08-08,Single Malt,白州,1,450
2022-08-08,Gin,NORDÉS,1,450
2022-08-08,Other Classic,Clover Club,1,350
2022-08-08,滷味,香滷牛三寶拼盤,1,380
2022-08-08,Signature Cocktail,雲嫣,1,380
2022-08-08,Signature Cocktail,琥珀,1,380
2022-08-08,Signature Cocktail,哈庫那瑪塔塔,1,420
2022-08-08,Signature Cocktail,山海關,1,420
2022-08-08,Signature Cocktail,龍柏,1,400
2022-08-08,Signature Cocktail,尋根,1,400
2022-08-08,醬料,滷味腐乳辣醬,1,0
2022-08-08,Signature Cocktail,盛夏 (PERONI仲夏限定特調),1,400
2022-08-08,下酒菜,油潑香辣腱子肉,1,240
2022-08-08,Signature Cocktail,浪子之琴,1,420
2022-08-08,Signature Cocktail,雲初之上,1,400
2022-08-08,Signature Cocktail,哈庫那瑪塔塔,1,420
2022-08-08,炸物,太極雙醬薯條,1,220
2022-08-09,Signature Cocktail,西方世界,1,400
2022-08-09,Gin,TOBERMORY,1,450
2022-08-09,Other Classic,Gin Fizz,1,350
2022-08-09,Classic Cocktail,Penicillin,1,400
2022-08-09,Gin,NORDÉS,1,450
2022-08-09,Signature Cocktail,浪子之琴,1,420
2022-08-09,Signature Cocktail,東方美人,1,420
2022-08-09,Signature Cocktail,哈庫那瑪塔塔,1,420
2022-08-09,炸物,可樂果炸雞,1,320
2022-08-09,Signature Cocktail,琥珀,1,380
2022-08-09,主食,香辣干燒蝦拌麵,1,260
2022-08-09,Signature Cocktail,尋根,1,400
2022-08-09,滷味,秘制滷味拼盤,1,360
2022-08-09,過往活動及已下架產品,八月優惠特調Shots(6杯),1,0
2022-08-09,過往活動及已下架產品,八月優惠特調Shots(6杯),1,0
2022-08-09,Shot,6 Cocktail Shots,1,0
2022-08-09,過往活動及已下架產品,八月優惠特調Shots(6杯),2,0
2022-08-09,Signature Cocktail,盛夏 (PERONI仲夏限定特調),2,800
2022-08-09,Beer,1664 白啤酒,1,200
2022-08-09,Special及活動,開瓶費,1,1000
2022-08-09,Shot,6 Cocktail Shots,1,0
2022-08-09,炸物,祥鳳雞翅,0,0
2022-08-09,炸物,吉祥炸物拼盤,0,0
2022-08-09,Shot,6 Cocktail Shots,2,0
2022-08-09,Signature Cocktail,東方美人,2,840
2022-08-09,Classic Cocktail,Side Car,1,350
2022-08-09,主食,干貝雞汁拌麵,0,0
2022-08-09,Signature Cocktail,山海關,1,420
2022-08-09,下酒菜,松阪豬炒水蓮,0,0
2022-08-09,滷味,秘制滷味拼盤,0,0
2022-08-09,Shot,Special Shot,3,0
2022-08-09,Shot,6 Cocktail Shots,2,0
2022-08-09,過往活動及已下架產品,八月優惠特調Shots(6杯),2,0
2022-08-09,過往活動及已下架產品,八月優惠特調Shot(單杯),3,0
2022-08-09,Signature Cocktail,琥珀,1,380
2022-08-09,下酒菜,塔香菌菇炒蝦,0,0
2022-08-09,下酒菜,松阪豬炒水蓮,0,0
2022-08-09,下酒菜,松阪豬炒水蓮,0,0
2022-08-09,Signature Cocktail,尋根,1,400
2022-08-09,過往活動及已下架產品,八月優惠特調Shots(6杯),1,0
2022-08-09,Shot,6 Cocktail Shots,1,0
2022-08-09,炸物,太極雙醬薯條,0,0
2022-08-09,招待,招待Whisky Shot,7,0
2022-08-09,招待,招待Whisky Shot,12,0
2022-08-09,招待,員工喝 Redbull,1,0
2022-08-09,杯子,破杯費(薄威士忌杯),2,0
2022-08-09,招待,招待Whisky Shot,6,0
2022-08-09,特色餐點,蒜酥黃金魚皮,1,220
2022-08-09,Shot,6 Cocktail Shots,1,0
2022-08-09,Shot,6 Cocktail Shots,1,0
2022-08-09,甜點,冰心綠豆糕,1,120
2022-08-09,Soft Drink,Honey Lemon Water,1,150
2022-08-09,Signature Cocktail,西方世界,1,400
2022-08-09,Signature Cocktail,尋根,1,400
2022-08-09,Signature Cocktail,琥珀,2,760
2022-08-09,過往活動及已下架產品,八月優惠特調Shots(6杯),1,0
2022-08-09,Signature Cocktail,雲初之上,1,400
2022-08-09,Signature Cocktail,東方美人,1,420
2022-08-09,過往活動及已下架產品,八月優惠特調Shots(6杯),1,0
2022-08-09,Signature Cocktail,浪子之琴,1,420
2022-08-09,House Wine,Rockbare McLaren Vale Grenache,1,250
2022-08-09,Beer,1664 白啤酒,1,200
2022-08-09,Signature Cocktail,尋根,1,400
2022-08-09,Signature Cocktail,哈庫那瑪塔塔,2,840
2022-08-09,Signature Cocktail,琥珀,2,760
2022-08-09,House Wine,Rockbare McLaren Vale Grenache,1,250
2022-08-09,Classic Cocktail,Negroni,0,0
2022-08-09,Special及活動,Special Cocktail,1,380
2022-08-09,Classic Cocktail,Gin  Tonic,1,320
2022-08-09,Shot,House Shot,0,0
2022-08-09,Classic Cocktail,Gin  Tonic,2,640
2022-08-09,Classic Cocktail,Negroni,1,380
2022-08-09,Special及活動,Special Cocktail,1,400
2022-08-09,Signature Cocktail,東方美人,1,420
2022-08-09,Signature Cocktail,山海關,1,420
2022-08-09,招待,員工喝High Ball,2,0
2022-08-09,Classic Cocktail,Negroni,1,380
2022-08-09,招待,員工喝High Ball,1,0
2022-08-09,Signature Cocktail,山海關,1,420
2022-08-09,滷味,秘制滷味拼盤,1,360
2022-08-09,炸物,祥鳳雞翅,1,280
2022-08-09,下酒菜,松阪豬炒水蓮,1,220
2022-08-09,炸物,太極雙醬薯條,1,220
2022-08-09,主食,干貝雞汁拌麵,1,260
2022-08-09,下酒菜,松阪豬炒水蓮,1,220
2022-08-09,下酒菜,塔香菌菇炒蝦,1,380
2022-08-09,炸物,吉祥炸物拼盤,1,450
2022-08-09,下酒菜,松阪豬炒水蓮,1,220
2022-08-10,過往活動及已下架產品,八月優惠特調Shots(6杯),1,0
2022-08-10,Shot,6 Cocktail Shots,1,0
2022-08-10,下酒菜,松阪豬炒水蓮,1,220
2022-08-10,Signature Cocktail,盛夏 (PERONI仲夏限定特調),1,400
2022-08-10,Signature Cocktail,初夏 (PERONI仲夏限定特調),1,400
2022-08-10,滷味,秘制滷味拼盤,1,360
2022-08-10,Signature Cocktail,綠洲,1,400
2022-08-10,Signature Cocktail,仲夏 (PERONI仲夏限定特調),1,450
2022-08-10,過往活動及已下架產品,八月優惠特調Shot(單杯),3,0
2022-08-10,Shot,Special Shot,3,0
2022-08-10,House Wine,Rockbare Clare Valley Riesling,1,250
2022-08-10,Single Malt,THE BALVENIE DOUBLEWOOD 12yo,1,350
2022-08-10,Classic Cocktail,Negroni,1,380
2022-08-10,Shot,House Shot,6,600
2022-08-10,招待,招待Gin Shot,6,0
2022-08-10,Signature Cocktail,山海關,1,420
2022-08-10,Signature Cocktail,綠洲,1,400
2022-08-10,Signature Cocktail,東方美人,1,420
2022-08-10,主食,香辣干燒蝦拌麵,1,260
2022-08-10,下酒菜,松阪豬炒水蓮,2,440
2022-08-10,Signature Cocktail,東方美人,1,420
2022-08-10,炸物,轟炸雞軟骨,1,240
2022-08-10,滷味,秘制滷味拼盤,1,360
2022-08-10,主食,香辣干燒蝦拌麵,1,260
2022-08-10,Classic Cocktail,God Father,1,350
2022-08-10,Signature Cocktail,雲初之上,1,400
2022-08-10,主食,干貝雞汁拌麵,1,260
2022-08-10,Other Classic,Pina Colada,1,350
2022-08-10,Signature Cocktail,龍柏,1,400
2022-08-10,炸物,吉祥炸物拼盤,2,900
2022-08-10,主食,香辣干燒蝦拌麵,1,260
2022-08-10,主食,野菇櫻花蝦飯,1,250
2022-08-10,Classic Cocktail,Old Fashion,1,350
2022-08-10,主食,手工高麗菜豬肉水餃,1,200
2022-08-10,Signature Cocktail,仲夏 (PERONI仲夏限定特調),1,450
2022-08-10,主食,香辣干燒蝦拌麵,1,260
2022-08-10,Signature Cocktail,浪子之琴,1,420
2022-08-10,Signature Cocktail,尋根,1,400
2022-08-10,杯子,破杯費(厚可林杯),1,0
2022-08-10,杯子,破杯費(金邊水杯),1,0
2022-08-10,招待,招待Whisky Shot,10,0
2022-08-10,招待,員工喝 Redbull,1,0
2022-08-10,招待,員工喝 Redbull,1,0
2022-08-10,招待,招待Whisky Shot,8,0
2022-08-10,招待,招待 Vodka Shot,4,0
2022-08-10,招待,員工喝High Ball,1,0
2022-08-10,招待,招待Gin Shot,4,0
2022-08-10,招待,招待Rum Shot,4,0
2022-08-10,招待,員工喝 Redbull,1,0
2022-08-10,招待,招待Whisky Shot,18,0
2022-08-10,招待,招待Tequila Shot,4,0
2022-08-10,下酒菜,孜然霸王骨,1,240
2022-08-10,特色餐點,蒜酥黃金魚皮,1,220
2022-08-10,Signature Cocktail,盛夏 (PERONI仲夏限定特調),1,400
2022-08-10,開胃小點,臥龍三椒鳳爪,1,120
2022-08-10,下酒菜,松阪豬炒水蓮,1,220
2022-08-10,Special及活動,Special Mocktail,1,250
2022-08-10,滷味,香滷牛三寶拼盤,1,380
2022-08-10,主食,野菇櫻花蝦飯,1,250
2022-08-10,Signature Cocktail,琥珀,1,380
2022-08-10,Classic Cocktail,Gin  Tonic,1,320
2022-08-10,Beer,GUINNESS,1,250
2022-08-10,下酒菜,麻辣鍋巴魚,1,300
2022-08-10,特色餐點,芥末蘋果蝦球,1,340
2022-08-10,Beer,GUINNESS,1,250
2022-08-10,Signature Cocktail,The Macallan Silend Third,1,400
2022-08-10,滷味,秘制滷味拼盤,1,360
2022-08-10,Beer,PERONI draft beer,2,500
2022-08-10,香菸,雲斯頓天香5毫克,1,100
2022-08-11,Signature Cocktail,琥珀,1,380
2022-08-11,Signature Cocktail,白霜,1,380
2022-08-11,Special及活動,主廚限定餐點,1,280
2022-08-11,滷味,秘制滷味拼盤,1,360
2022-08-11,Signature Cocktail,山海關,1,420
2022-08-11,主食,香辣干燒蝦拌麵,1,260
2022-08-11,Special及活動,Special Cocktail,2,760
2022-08-11,Signature Cocktail,東方美人,1,420
2022-08-11,炸物,太極雙醬薯條,1,220
2022-08-11,Signature Cocktail,雲初之上,1,400
2022-08-11,特色餐點,蒜酥黃金魚皮,1,220
2022-08-11,Classic Cocktail,Mojito,1,350
2022-08-11,Signature Cocktail,琥珀,1,380
2022-08-11,炸物,轟炸雞軟骨,1,240
2022-08-11,Signature Cocktail,西方世界,1,400
2022-08-11,Signature Cocktail,綠洲,1,400
2022-08-11,甜點,黑金流沙包,1,120
2022-08-11,滷味,秘制滷味拼盤,1,360
2022-08-11,Signature Cocktail,尋根,1,400
2022-08-11,主食,干貝雞汁拌麵,1,260
2022-08-11,Signature Cocktail,哈庫那瑪塔塔,1,420
2022-08-11,Signature Cocktail,琥珀,0,0
2022-08-11,Signature Cocktail,琥珀,1,380
2022-08-11,Signature Cocktail,尋根,1,400
2022-08-11,Beer,PERONI draft beer,3,750
2022-08-11,Signature Cocktail,浪子之琴,1,420
2022-08-11,Signature Cocktail,尋根,0,0
2022-08-11,Signature Cocktail,浪子之琴,1,420
2022-08-11,Classic Cocktail,Negroni,0,0
2022-08-11,Signature Cocktail,東方美人,1,420
2022-08-11,Signature Cocktail,尋根,0,0
2022-08-11,Signature Cocktail,尋根,1,400
2022-08-11,下酒菜,松阪豬炒水蓮,1,220
2022-08-11,Special及活動,Special Cocktail,1,400
2022-08-11,Special及活動,Special Cocktail,1,400
2022-08-11,Special及活動,Special Cocktail,1,420
2022-08-11,Special及活動,主廚限定餐點,1,280
2022-08-11,Signature Cocktail,琥珀,1,380
2022-08-11,Signature Cocktail,東方美人,1,420
2022-08-11,特色餐點,蒜酥黃金魚皮,1,220
2022-08-11,Signature Cocktail,哈庫那瑪塔塔,1,420
2022-08-11,Beer,PERONI draft beer,2,500
2022-08-11,Classic Cocktail,Gin  Tonic,2,640
2022-08-11,Special及活動,Special Cocktail,1,380
2022-08-11,香菸,雲斯頓呱旋風6毫克,1,100
2022-08-11,招待,員工喝Gin&Tonic,1,0
2022-08-11,招待,員工喝Gin&Tonic,1,0
2022-08-11,招待,招待Tequila Shot,3,0
2022-08-11,招待,招待Whisky Shot,4,0
2022-08-11,招待,招待Whisky Shot,2,0
2022-08-11,招待,招待Whisky Shot,5,0
2022-08-11,招待,招待Whisky Shot,3,0
2022-08-11,招待,招待Tequila Shot,3,0
2022-08-11,招待,招待Whisky Shot,5,0
2022-08-11,招待,員工喝Gin&Tonic,1,0
2022-08-11,招待,招待Tequila Shot,5,0
2022-08-11,招待,招待Tequila Shot,3,0
2022-08-11,招待,招待Gin Shot,3,0
2022-08-11,香菸,七星雙味晶球5毫克,1,125
2022-08-11,Classic Cocktail,Gin  Tonic,1,320
2022-08-11,Beer,PERONI draft beer,1,250
2022-08-11,Beer,PERONI draft beer,1,250
2022-08-11,Beer,PERONI draft beer,1,250
2022-08-11,炸物,可樂果炸雞,1,320
2022-08-11,Classic Cocktail,Gin  Tonic,1,320
2022-08-11,Other Classic,Gimlet,1,320
2022-08-11,Classic Cocktail,Negroni,1,380
2022-08-11,Signature Cocktail,尋根,1,400
2022-08-11,Signature Cocktail,琥珀,1,380
2022-08-11,Signature Cocktail,尋根,1,400
2022-08-12,Signature Cocktail,山海關,1,420
2022-08-12,特色餐點,蒜酥黃金魚皮,1,220
2022-08-12,主食,干貝雞汁拌麵,1,260
2022-08-12,Signature Cocktail,白霜,1,380
2022-08-12,House Wine,Rockbare McLaren Vale Grenache Red Wine,1,250
2022-08-12,Beer,PERONI draft beer,2,500
2022-08-12,招待,員工喝 Redbull,1,0
2022-08-12,招待,員工喝 Redbull,1,0
2022-08-12,招待,招待Gin Shot,5,0
2022-08-12,招待,招待Tequila Shot,5,0
2022-08-12,杯子,破杯費(金邊水杯),1,0
2022-08-12,招待,員工喝High Ball,1,0
2022-08-12,招待,員工喝Gin&Tonic,2,0
2022-08-12,招待,招待Tequila Shot,3,0
2022-08-12,招待,招待Whisky Shot,11,0
2022-08-12,杯子,破杯費(厚可林杯),1,0
2022-08-12,招待,招待Whisky Shot,8,0
2022-08-12,招待,招待Gin Shot,4,0
2022-08-12,招待,招待 特調Shot,3,0
2022-08-12,招待,招待Whisky Shot,5,0
2022-08-12,招待,員工喝Gin&Tonic,1,0
2022-08-12,招待,員工喝 Redbull,1,0
2022-08-12,招待,員工喝 Redbull,1,0
2022-08-12,招待,員工喝 Redbull,1,0
2022-08-12,Signature Cocktail,盛夏 (PERONI仲夏限定特調),1,400
2022-08-12,Signature Cocktail,初夏 (PERONI仲夏限定特調),1,400
2022-08-12,Shot,6 Cocktail Shots,1,0
2022-08-12,House Wine,Rockbare Clare Valley Riesling White Wine,1,0
2022-08-12,主食,干貝雞汁拌麵,1,260
2022-08-12,炸物,可樂果炸雞,1,320
2022-08-12,Signature Cocktail,東方美人,1,420
2022-08-12,甜點,冰心綠豆糕,1,120
2022-08-12,湯物,酒蒸蛤蠣,1,320
2022-08-12,過往活動及已下架產品,假日21點前入場招待,1,0
2022-08-12,過往活動及已下架產品,假日21點前入場招待,1,0
2022-08-12,House Wine,Rockbare McLaren Vale Grenache Red Wine,1,0
2022-08-12,過往活動及已下架產品,假日21點前入場招待,1,0
2022-08-12,特色餐點,芥末蘋果蝦球,1,340
2022-08-12,炸物,太極雙醬薯條,1,220
2022-08-12,Classic Cocktail,Negroni,1,430
2022-08-12,Signature Cocktail,琥珀,1,380
2022-08-12,House Wine,Rockbare McLaren Vale Grenache Red Wine,1,0
2022-08-12,過往活動及已下架產品,八月優惠特調Shots(6杯),1,0
2022-08-12,Signature Cocktail,山海關,1,420
2022-08-12,特色餐點,蒜酥黃金魚皮,1,220
2022-08-12,過往活動及已下架產品,假日21點前入場招待,1,0
2022-08-12,Other Classic,Sangria,1,380
2022-08-12,House Wine,Rockbare Clare Valley Riesling White Wine,1,250
