"交易序號","發票編號","類別名稱","商品名稱","數量","點單金額","客數","商品單位"
"20220807 00040021","","Gin","TOBERMORY","1","450","0","選擇追蹤單位"
"20220807 00540022","","Classic Cocktail","Gin  Tonic","1","320","0","選擇追蹤單位"
"20220807 00580023","","Classic Cocktail","Gin  Tonic","1","320","0","選擇追蹤單位"
"20220807 01180025","","Special及活動","清潔費","1","2000","0",""
"20220807 17550001","","招待","招待Whisky Shot","10","0","0","選擇追蹤單位"
"20220807 17550001","","招待","招待Whisky Shot","10","0","0","選擇追蹤單位"
"20220807 17550001","","招待","員工喝High Ball","1","0","0","選擇追蹤單位"
"20220807 17550001","","招待","員工喝 Redbull","1","0","0","選擇追蹤單位"
"20220807 17550001","","招待","招待Gin Shot","5","0","0","選擇追蹤單位"
"20220807 17550001","","招待","招待Whisky Shot","6","0","0","選擇追蹤單位"
"20220807 17550001","","招待","招待Gin Shot","4","0","0","選擇追蹤單位"
"20220807 17550001","","招待","招待Gin Shot","3","0","0","選擇追蹤單位"
"20220807 17550001","","招待","招待Whisky Shot","10","0","0","選擇追蹤單位"
"20220807 18230003","","Other Classic","Long Island Iced Tea","1","380","0",""
"20220807 18230003","","Signature Cocktail","琥珀","1","380","0","選擇追蹤單位"
"20220807 18230003","","湯物","酒蒸蛤蠣","1","320","0","選擇追蹤單位"
"20220807 18230003","","開胃小點","臥龍三椒鳳爪","1","120","0","選擇追蹤單位"
"20220807 18230003","","開胃小點","酸辣土豆絲","1","80","0","選擇追蹤單位"
"20220807 18230003","","House Wine","Rockbare Clare Valley Riesling","1","250","0","選擇追蹤單位"
"20220807 18230003","","Signature Cocktail","哈庫那瑪塔塔","1","420","0","選擇追蹤單位"
"20220807 18230003","","Classic Cocktail","Singapore Sling","1","380","0","選擇追蹤單位"
"20220807 18230003","","Signature Cocktail","雲嫣","1","380","0","選擇追蹤單位"
"20220807 18230003","","炸物","太極雙醬薯條","1","220","0","選擇追蹤單位"
"20220807 18230003","","Signature Cocktail","山海關","1","420","0","選擇追蹤單位"
"20220807 18230003","","Classic Cocktail","Side Car","2","700","0",""
"20220807 18230003","","House Wine","Rockbare McLaren Vale Grenache","1","250","0","選擇追蹤單位"
"20220807 18230003","","下酒菜","油潑香辣腱子肉","1","240","0","選擇追蹤單位"
"20220807 18230003","","下酒菜","松阪豬炒水蓮","1","220","0","選擇追蹤單位"
"20220807 18230003","","主食","香辣干燒蝦拌麵","1","260","0","選擇追蹤單位"
"20220807 18230003","","Classic Cocktail","Mojito","1","350","0",""
"20220807 18370004","","Other Classic","Derby","1","320","0",""
"20220807 18370004","","Ocard兌換券","鉑金會員二樓限定餐食兌換券","1","0","0","選擇追蹤單位"
"20220807 18370004","","特色餐點","特製皮蛋豆腐","1","0","0","選擇追蹤單位"
"20220807 18370004","","Signature Cocktail","The Macallan Silend Third","1","400","0","選擇追蹤單位"
"20220807 18370004","","炸物","太極雙醬薯條","1","0","0","選擇追蹤單位"
"20220807 18370004","","Other Classic","Mocking Bird","1","350","0",""
"20220807 18370004","","Other Classic","White Lady","1","350","0",""
"20220807 18370004","","Other Classic","Kings Valley","1","350","0","選擇追蹤單位"
"20220807 18370004","","Other Classic","Kamikaze","1","350","0",""
"20220807 18370004","","Ocard兌換券","鉑金會員升階禮兌換券","1","0","0","選擇追蹤單位"
"20220807 18370004","","Signature Cocktail","初夏 (PERONI仲夏限定特調)","1","400","0","選擇追蹤單位"
"20220807 18370004","","特色餐點","黑白無腸","1","180","0","選擇追蹤單位"
"20220807 19380005","","Beer","1664 白啤酒","2","400","0","選擇追蹤單位"
"20220807 19380005","","Classic Cocktail","Mojito","1","350","0",""
"20220807 19380005","","Beer","1664 白啤酒","1","200","0","選擇追蹤單位"
"20220807 19380005","","Beer","1664 白啤酒","1","200","0","選擇追蹤單位"
"20220807 19380005","","Classic Cocktail","Mojito","1","350","0",""
"20220807 19380005","","Signature Cocktail","東方美人","1","420","0","選擇追蹤單位"
"20220807 19380005","","Signature Cocktail","盛夏 (PERONI仲夏限定特調)","1","400","0","選擇追蹤單位"
"20220807 19380005","","Beer","1664 白啤酒","1","200","0","選擇追蹤單位"
"20220807 19380005","","Other Classic","Long Island Iced Tea","1","380","0",""
"20220807 19380005","","炸物","吉祥炸物拼盤","1","450","0","選擇追蹤單位"
"20220807 19380005","","Beer","1664 白啤酒","1","200","0","選擇追蹤單位"
"20220807 19380005","","Beer","PERONI draft beer","2","500","0","選擇追蹤單位"
"20220807 19380005","","Other Classic","Long Island Iced Tea","1","380","0",""
"20220807 19440006","","Classic Cocktail","God Father","1","350","0",""
"20220807 19440006","","Classic Cocktail","Penicillin","1","400","0",""
"20220807 19440006","","Signature Cocktail","尋根","1","400","0","選擇追蹤單位"
"20220807 19440006","","Signature Cocktail","哈庫那瑪塔塔","1","420","0","選擇追蹤單位"
"20220807 20510007","","Signature Cocktail","東方美人","1","420","0","選擇追蹤單位"
"20220807 20510007","","炸物","吉祥炸物拼盤","3","1350","0","選擇追蹤單位"
"20220807 20510007","","Signature Cocktail","龍柏","1","400","0","選擇追蹤單位"
"20220807 20510007","","下酒菜","松阪豬炒水蓮","3","660","0","選擇追蹤單位"
"20220807 20510007","","Beer","PERONI draft beer","1","250","0","選擇追蹤單位"
"20220807 20510007","","Signature Cocktail","雲初之上","1","400","0","選擇追蹤單位"
"20220807 20510007","","滷味","香滷牛三寶拼盤","3","1140","0","選擇追蹤單位"
"20220807 20510007","","Beer","PERONI draft beer","1","250","0","選擇追蹤單位"
"20220807 20510007","","Soft Drink","Cramberry Juice","1","120","0","選擇追蹤單位"
"20220807 20510007","","下酒菜","油潑香辣腱子肉","2","480","0","選擇追蹤單位"
"20220807 20510007","","炸物","可樂果炸雞","3","960","0","選擇追蹤單位"
"20220807 20510007","","Signature Cocktail","雲初之上","1","400","0","選擇追蹤單位"
"20220807 20510007","","Beer","PERONI draft beer","2","500","0","選擇追蹤單位"
"20220807 20510007","","開胃小點","酸辣土豆絲","4","320","0","選擇追蹤單位"
"20220807 20510007","","Signature Cocktail","哈庫那瑪塔塔","1","420","0","選擇追蹤單位"
"20220807 20510007","","下酒菜","塔香菌菇炒蝦","2","760","0","選擇追蹤單位"
"20220807 20510007","","Signature Cocktail","琥珀","1","380","0","選擇追蹤單位"
"20220807 20510007","","Signature Cocktail","初夏 (PERONI仲夏限定特調)","1","400","0","選擇追蹤單位"
"20220807 20510007","","Signature Cocktail","琥珀","1","380","0","選擇追蹤單位"
"20220807 20510007","","Signature Cocktail","尋根","2","800","0","選擇追蹤單位"
"20220807 20510007","","Signature Cocktail","琥珀","1","380","0","選擇追蹤單位"
"20220807 20510007","","Signature Cocktail","白霜","1","380","0","選擇追蹤單位"
"20220807 20510007","","湯物","酒蒸蛤蠣","2","640","0","選擇追蹤單位"
"20220807 20510007","","Signature Cocktail","山海關","1","420","0","選擇追蹤單位"
"20220807 20510007","","Signature Cocktail","琥珀","1","380","0","選擇追蹤單位"
"20220807 20510007","","Beer","PERONI draft beer","4","1000","0","選擇追蹤單位"
"20220807 20510007","","Signature Cocktail","尋根","1","400","0","選擇追蹤單位"
"20220807 21310008","","主食","香辣干燒蝦拌麵","1","260","0","選擇追蹤單位"
"20220807 21330009","","香菸","雲斯頓天香5毫克","1","100","0","選擇追蹤單位"
"20220807 22120010","","Special及活動","主廚限定餐點","1","280","0","選擇追蹤單位"
"20220807 22120010","","Classic Cocktail","Mojito","1","350","0",""
"20220807 22120010","","Other Classic","JagerBomb","1","350","0","選擇追蹤單位"
"20220807 22120010","","湯物","番茄豚肉湯","1","320","0","選擇追蹤單位"
"20220807 22120010","","Special及活動","Special Cocktail","1","350","0","選擇追蹤單位"
"20220807 22120010","","下酒菜","松阪豬炒水蓮","1","220","0","選擇追蹤單位"
"20220807 22120010","","炸物","轟炸雞軟骨","1","240","0","選擇追蹤單位"
"20220807 22120010","","炸物","祥鳳雞翅","1","280","0","選擇追蹤單位"
"20220807 22270011","","Beer","PERONI draft beer","1","250","0","選擇追蹤單位"
"20220807 22290012","","Signature Cocktail","仲夏 (PERONI仲夏限定特調)","1","450","0","選擇追蹤單位"
"20220807 22290012","","主食","干貝雞汁拌麵","1","260","0","選擇追蹤單位"
"20220807 22290012","","Signature Cocktail","盛夏 (PERONI仲夏限定特調)","1","400","0","選擇追蹤單位"
"20220807 22290012","","主食","香辣干燒蝦拌麵","1","260","0","選擇追蹤單位"
"20220807 22350013","","炸物","太極雙醬薯條","0","0","0","選擇追蹤單位"
"20220807 22350013","","Gin","BERLINER BRANDSTIFTER","1","450","0","選擇追蹤單位"
"20220807 22350013","","Signature Cocktail","龍柏","0","0","0","選擇追蹤單位"
"20220807 23380014","","炸物","太極雙醬薯條","1","220","0","選擇追蹤單位"
"20220807 23380014","","Signature Cocktail","龍柏","1","400","0","選擇追蹤單位"
"20220808 00180015","","主食","干貝雞汁拌麵","1","260","0","選擇追蹤單位"
"20220808 00180015","","主食","干貝雞汁拌麵","1","260","0","選擇追蹤單位"
"20220808 01060016","","Beer","PERONI draft beer","1","250","0","選擇追蹤單位"
"20220808 01480019","","炸物","祥鳳雞翅","1","280","0","選擇追蹤單位"
"20220808 01480019","","Beer","GUINNESS","1","250","0","選擇追蹤單位"
"20220808 01480019","","湯物","酒蒸蛤蠣","1","320","0","選擇追蹤單位"
"20220808 01480019","","下酒菜","松阪豬炒水蓮","1","220","0","選擇追蹤單位"
"20220808 01480019","","炸物","酥炸廣島牡蠣","1","320","0","選擇追蹤單位"
"20220808 01480019","","Beer","1664 白啤酒","1","200","0","選擇追蹤單位"
"20220808 01480019","","Classic Cocktail","Mojito","1","350","0",""
"20220808 17310001","","下酒菜","塔香菌菇炒蝦","1","380","0","選擇追蹤單位"
"20220808 17310001","","Signature Cocktail","琥珀","1","380","0","選擇追蹤單位"
"20220808 17310001","","下酒菜","孜然霸王骨","1","450","0","選擇追蹤單位"
"20220808 17310001","","湯物","酒蒸蛤蠣","1","320","0","選擇追蹤單位"
"20220808 17310001","","Signature Cocktail","白霜","1","380","0","選擇追蹤單位"
"20220808 17330002","","招待","招待Whisky Shot","8","0","0","選擇追蹤單位"
"20220808 17330002","","招待","招待Tequila Shot","7","0","0","選擇追蹤單位"
"20220808 17330002","","招待","招待Whisky Shot","12","0","0","選擇追蹤單位"
"20220808 17330002","","招待","招待Whisky Shot","4","0","0","選擇追蹤單位"
"20220808 17330002","","杯子","破杯費(小馬丁尼杯)","1","0","0","選擇追蹤單位"
"20220808 17330002","","招待","招待Whisky Shot","5","0","0","選擇追蹤單位"
"20220808 17330002","","招待","招待 特調Shot","6","0","0","選擇追蹤單位"
"20220808 17330002","","招待","招待Tequila Shot","9","0","0","選擇追蹤單位"
"20220808 17330002","","杯子","破杯費(刺蝟杯)","1","0","0","選擇追蹤單位"
"20220808 17330002","","招待","招待Whisky Shot","4","0","0","選擇追蹤單位"
"20220808 20380003","","Classic Cocktail","Penicillin","1","400","0",""
"20220808 20380003","","Signature Cocktail","山海關","1","420","0","選擇追蹤單位"
"20220808 21180004","","Signature Cocktail","東方美人","1","420","0","選擇追蹤單位"
"20220808 21180004","","Classic Cocktail","Mai Tai","1","380","0","選擇追蹤單位"
"20220808 21180004","","Signature Cocktail","哈庫那瑪塔塔","1","420","0","選擇追蹤單位"
"20220808 21180004","","炸物","太極雙醬薯條","1","220","0","選擇追蹤單位"
"20220808 21180004","","Classic Cocktail","Old Fashion","1","350","0",""
"20220808 21180004","","下酒菜","塔香菌菇炒蝦","1","380","0","選擇追蹤單位"
"20220808 21180004","","主食","干貝雞汁拌麵","1","260","0","選擇追蹤單位"
"20220808 21180004","","Gin","季の美","1","480","0","選擇追蹤單位"
"20220808 21180004","","Signature Cocktail","琥珀","1","380","0","選擇追蹤單位"
"20220808 21180004","","炸物","轟炸雞軟骨","1","240","0","選擇追蹤單位"
"20220808 21180004","","特色餐點","烏金堅果乾酪燒","1","240","0","選擇追蹤單位"
"20220808 21180004","","Signature Cocktail","炙陽","1","380","0","選擇追蹤單位"
"20220808 21180004","","Other Classic","Long Island Iced Tea","1","380","0",""
"20220808 21180004","","Classic Cocktail","Mojito","1","350","0",""
"20220808 21180004","","Single Malt","白州","1","450","0","選擇追蹤單位"
"20220808 21180004","","Gin","NORDÉS","1","450","0","選擇追蹤單位"
"20220808 21180004","","Other Classic","Clover Club","1","350","0",""
"20220808 21560005","","滷味","香滷牛三寶拼盤","1","380","0","選擇追蹤單位"
"20220808 21560005","","Signature Cocktail","雲嫣","1","380","0","選擇追蹤單位"
"20220808 21560005","","Signature Cocktail","琥珀","1","380","0","選擇追蹤單位"
"20220808 21560005","","Signature Cocktail","哈庫那瑪塔塔","1","420","0","選擇追蹤單位"
"20220808 21560005","","Signature Cocktail","山海關","1","420","0","選擇追蹤單位"
"20220808 21560005","","Signature Cocktail","龍柏","1","400","0","選擇追蹤單位"
"20220808 21560005","","Signature Cocktail","尋根","1","400","0","選擇追蹤單位"
"20220808 21560005","","醬料","滷味腐乳辣醬","1","0","0",""
"20220808 21560005","","Signature Cocktail","盛夏 (PERONI仲夏限定特調)","1","400","0","選擇追蹤單位"
"20220808 21560005","","下酒菜","油潑香辣腱子肉","1","240","0","選擇追蹤單位"
"20220808 21560005","","Signature Cocktail","浪子之琴","1","420","0","選擇追蹤單位"
"20220808 21560005","","Signature Cocktail","雲初之上","1","400","0","選擇追蹤單位"
"20220808 22250006","","Signature Cocktail","哈庫那瑪塔塔","1","420","0","選擇追蹤單位"
"20220808 22250006","","炸物","太極雙醬薯條","1","220","0","選擇追蹤單位"
"20220809 00590007","","Signature Cocktail","西方世界","1","400","0","選擇追蹤單位"
"20220809 01300008","","Gin","TOBERMORY","1","450","0","選擇追蹤單位"
"20220809 01300009","","Other Classic","Gin Fizz","1","350","0",""
"20220809 01300009","","Classic Cocktail","Penicillin","1","400","0",""
"20220809 01300009","","Gin","NORDÉS","1","450","0","選擇追蹤單位"
"20220809 01380010","","Signature Cocktail","浪子之琴","1","420","0","選擇追蹤單位"
"20220809 17380001","","Signature Cocktail","東方美人","1","420","0","選擇追蹤單位"
"20220809 17380001","","Signature Cocktail","哈庫那瑪塔塔","1","420","0","選擇追蹤單位"
"20220809 17380001","","炸物","可樂果炸雞","1","320","0","選擇追蹤單位"
"20220809 17380001","","Signature Cocktail","琥珀","1","380","0","選擇追蹤單位"
"20220809 17380001","","主食","香辣干燒蝦拌麵","1","260","0","選擇追蹤單位"
"20220809 17380001","","Signature Cocktail","尋根","1","400","0","選擇追蹤單位"
"20220809 17380001","","滷味","秘制滷味拼盤","1","360","0","選擇追蹤單位"
"20220809 17380002","","過往活動及已下架產品","八月優惠特調Shots(6杯)","1","0","0","選擇追蹤單位"
"20220809 17380002","","過往活動及已下架產品","八月優惠特調Shots(6杯)","1","0","0","選擇追蹤單位"
"20220809 17380002","","Shot","6 Cocktail Shots","1","0","0","選擇追蹤單位"
"20220809 17380002","","過往活動及已下架產品","八月優惠特調Shots(6杯)","2","0","0","選擇追蹤單位"
"20220809 17380002","","Signature Cocktail","盛夏 (PERONI仲夏限定特調)","2","800","0","選擇追蹤單位"
"20220809 17380002","","Beer","1664 白啤酒","1","200","0","選擇追蹤單位"
"20220809 17380002","","Special及活動","開瓶費","1","1000","0","選擇追蹤單位"
"20220809 17380002","","Shot","6 Cocktail Shots","1","0","0","選擇追蹤單位"
"20220809 17380002","","炸物","祥鳳雞翅","0","0","0","選擇追蹤單位"
"20220809 17380002","","炸物","吉祥炸物拼盤","0","0","0","選擇追蹤單位"
"20220809 17380002","","Shot","6 Cocktail Shots","2","0","0","選擇追蹤單位"
"20220809 17380002","","Signature Cocktail","東方美人","2","840","0","選擇追蹤單位"
"20220809 17380002","","Classic Cocktail","Side Car","1","350","0",""
"20220809 17380002","","主食","干貝雞汁拌麵","0","0","0","選擇追蹤單位"
"20220809 17380002","","Signature Cocktail","山海關","1","420","0","選擇追蹤單位"
"20220809 17380002","","下酒菜","松阪豬炒水蓮","0","0","0","選擇追蹤單位"
"20220809 17380002","","滷味","秘制滷味拼盤","0","0","0","選擇追蹤單位"
"20220809 17380002","","Shot","Special Shot","3","0","0",""
"20220809 17380002","","Shot","6 Cocktail Shots","2","0","0","選擇追蹤單位"
"20220809 17380002","","過往活動及已下架產品","八月優惠特調Shots(6杯)","2","0","0","選擇追蹤單位"
"20220809 17380002","","過往活動及已下架產品","八月優惠特調Shot(單杯)","3","0","0","選擇追蹤單位"
"20220809 17380002","","Signature Cocktail","琥珀","1","380","0","選擇追蹤單位"
"20220809 17380002","","下酒菜","塔香菌菇炒蝦","0","0","0","選擇追蹤單位"
"20220809 17380002","","下酒菜","松阪豬炒水蓮","0","0","0","選擇追蹤單位"
"20220809 17380002","","下酒菜","松阪豬炒水蓮","0","0","0","選擇追蹤單位"
"20220809 17380002","","Signature Cocktail","尋根","1","400","0","選擇追蹤單位"
"20220809 17380002","","過往活動及已下架產品","八月優惠特調Shots(6杯)","1","0","0","選擇追蹤單位"
"20220809 17380002","","Shot","6 Cocktail Shots","1","0","0","選擇追蹤單位"
"20220809 17380002","","炸物","太極雙醬薯條","0","0","0","選擇追蹤單位"
"20220809 19440003","","招待","招待Whisky Shot","7","0","0","選擇追蹤單位"
"20220809 19440003","","招待","招待Whisky Shot","12","0","0","選擇追蹤單位"
"20220809 19440003","","招待","員工喝 Redbull","1","0","0","選擇追蹤單位"
"20220809 19440003","","杯子","破杯費(薄威士忌杯)","2","0","0","選擇追蹤單位"
"20220809 19440003","","招待","招待Whisky Shot","6","0","0","選擇追蹤單位"
"20220809 20310004","","特色餐點","蒜酥黃金魚皮","1","220","0","選擇追蹤單位"
"20220809 20310004","","Shot","6 Cocktail Shots","1","0","0","選擇追蹤單位"
"20220809 20310004","","Shot","6 Cocktail Shots","1","0","0","選擇追蹤單位"
"20220809 20310004","","甜點","冰心綠豆糕","1","120","0","選擇追蹤單位"
"20220809 20310004","","Soft Drink","Honey Lemon Water","1","150","0","選擇追蹤單位"
"20220809 20310004","","Signature Cocktail","西方世界","1","400","0","選擇追蹤單位"
"20220809 20310004","","Signature Cocktail","尋根","1","400","0","選擇追蹤單位"
"20220809 20310004","","Signature Cocktail","琥珀","2","760","0","選擇追蹤單位"
"20220809 20310004","","過往活動及已下架產品","八月優惠特調Shots(6杯)","1","0","0","選擇追蹤單位"
"20220809 20310004","","Signature Cocktail","雲初之上","1","400","0","選擇追蹤單位"
"20220809 20310004","","Signature Cocktail","東方美人","1","420","0","選擇追蹤單位"
"20220809 20310004","","過往活動及已下架產品","八月優惠特調Shots(6杯)","1","0","0","選擇追蹤單位"
"20220809 20590005","","Signature Cocktail","浪子之琴","1","420","0","選擇追蹤單位"
"20220809 20590005","","House Wine","Rockbare McLaren Vale Grenache","1","250","0","選擇追蹤單位"
"20220809 20590005","","Beer","1664 白啤酒","1","200","0","選擇追蹤單位"
"20220809 20590005","","Signature Cocktail","尋根","1","400","0","選擇追蹤單位"
"20220809 20590005","","Signature Cocktail","哈庫那瑪塔塔","2","840","0","選擇追蹤單位"
"20220809 20590005","","Signature Cocktail","琥珀","2","760","0","選擇追蹤單位"
"20220809 20590005","","House Wine","Rockbare McLaren Vale Grenache","1","250","0","選擇追蹤單位"
"20220809 21220006","","Classic Cocktail","Negroni","0","0","0",""
"20220809 21220006","","Special及活動","Special Cocktail","1","380","0","選擇追蹤單位"
"20220809 21220006","","Classic Cocktail","Gin  Tonic","1","320","0","選擇追蹤單位"
"20220809 21220006","","Shot","House Shot","0","0","0","選擇追蹤單位"
"20220809 21220006","","Classic Cocktail","Gin  Tonic","2","640","0","選擇追蹤單位"
"20220809 21220006","","Classic Cocktail","Negroni","1","380","0",""
"20220809 21220006","","Special及活動","Special Cocktail","1","400","0","選擇追蹤單位"
"20220809 21240007","","Signature Cocktail","東方美人","1","420","0","選擇追蹤單位"
"20220809 21240007","","Signature Cocktail","山海關","1","420","0","選擇追蹤單位"
"20220809 21360008","","招待","員工喝High Ball","2","0","0","選擇追蹤單位"
"20220809 21360008","","Classic Cocktail","Negroni","1","380","0",""
"20220809 21360008","","招待","員工喝High Ball","1","0","0","選擇追蹤單位"
"20220809 21360008","","Signature Cocktail","山海關","1","420","0","選擇追蹤單位"
"20220809 23470009","","滷味","秘制滷味拼盤","1","360","0","選擇追蹤單位"
"20220809 23470009","","炸物","祥鳳雞翅","1","280","0","選擇追蹤單位"
"20220809 23470009","","下酒菜","松阪豬炒水蓮","1","220","0","選擇追蹤單位"
"20220809 23470009","","炸物","太極雙醬薯條","1","220","0","選擇追蹤單位"
"20220809 23470009","","主食","干貝雞汁拌麵","1","260","0","選擇追蹤單位"
"20220809 23470009","","下酒菜","松阪豬炒水蓮","1","220","0","選擇追蹤單位"
"20220809 23470009","","下酒菜","塔香菌菇炒蝦","1","380","0","選擇追蹤單位"
"20220809 23470009","","炸物","吉祥炸物拼盤","1","450","0","選擇追蹤單位"
"20220809 23470009","","下酒菜","松阪豬炒水蓮","1","220","0","選擇追蹤單位"
"20220810 00070010","","過往活動及已下架產品","八月優惠特調Shots(6杯)","1","0","0","選擇追蹤單位"
"20220810 00070010","","Shot","6 Cocktail Shots","1","0","0","選擇追蹤單位"
"20220810 00150011","","下酒菜","松阪豬炒水蓮","1","220","0","選擇追蹤單位"
"20220810 00200012","","Signature Cocktail","盛夏 (PERONI仲夏限定特調)","1","400","0","選擇追蹤單位"
"20220810 00200012","","Signature Cocktail","初夏 (PERONI仲夏限定特調)","1","400","0","選擇追蹤單位"
"20220810 00200012","","滷味","秘制滷味拼盤","1","360","0","選擇追蹤單位"
"20220810 00200012","","Signature Cocktail","綠洲","1","400","0","選擇追蹤單位"
"20220810 00200012","","Signature Cocktail","仲夏 (PERONI仲夏限定特調)","1","450","0","選擇追蹤單位"
"20220810 00390013","","過往活動及已下架產品","八月優惠特調Shot(單杯)","3","0","0","選擇追蹤單位"
"20220810 00390013","","Shot","Special Shot","3","0","0",""
"20220810 00400014","","House Wine","Rockbare Clare Valley Riesling","1","250","0","選擇追蹤單位"
"20220810 01360016","","Single Malt","THE BALVENIE DOUBLEWOOD 12yo","1","350","0","選擇追蹤單位"
"20220810 01410017","","Classic Cocktail","Negroni","1","380","0",""
"20220810 01410017","","Shot","House Shot","6","600","0","選擇追蹤單位"
"20220810 01490018","","招待","招待Gin Shot","6","0","0","選擇追蹤單位"
"20220810 17440002","","Signature Cocktail","山海關","1","420","0","選擇追蹤單位"
"20220810 17440002","","Signature Cocktail","綠洲","1","400","0","選擇追蹤單位"
"20220810 17440002","","Signature Cocktail","東方美人","1","420","0","選擇追蹤單位"
"20220810 17440002","","主食","香辣干燒蝦拌麵","1","260","0","選擇追蹤單位"
"20220810 17440002","","下酒菜","松阪豬炒水蓮","2","440","0","選擇追蹤單位"
"20220810 17440002","","Signature Cocktail","東方美人","1","420","0","選擇追蹤單位"
"20220810 17440002","","炸物","轟炸雞軟骨","1","240","0","選擇追蹤單位"
"20220810 17440002","","滷味","秘制滷味拼盤","1","360","0","選擇追蹤單位"
"20220810 17440002","","主食","香辣干燒蝦拌麵","1","260","0","選擇追蹤單位"
"20220810 17440002","","Classic Cocktail","God Father","1","350","0",""
"20220810 17440002","","Signature Cocktail","雲初之上","1","400","0","選擇追蹤單位"
"20220810 17440002","","主食","干貝雞汁拌麵","1","260","0","選擇追蹤單位"
"20220810 17440002","","Other Classic","Pina Colada","1","350","0","選擇追蹤單位"
"20220810 17440002","","Signature Cocktail","龍柏","1","400","0","選擇追蹤單位"
"20220810 17440002","","炸物","吉祥炸物拼盤","2","900","0","選擇追蹤單位"
"20220810 17440002","","主食","香辣干燒蝦拌麵","1","260","0","選擇追蹤單位"
"20220810 17440002","","主食","野菇櫻花蝦飯","1","250","0","選擇追蹤單位"
"20220810 17440002","","Classic Cocktail","Old Fashion","1","350","0",""
"20220810 17440002","","主食","手工高麗菜豬肉水餃","1","200","0","選擇追蹤單位"
"20220810 17440002","","Signature Cocktail","仲夏 (PERONI仲夏限定特調)","1","450","0","選擇追蹤單位"
"20220810 17440002","","主食","香辣干燒蝦拌麵","1","260","0","選擇追蹤單位"
"20220810 17440002","","Signature Cocktail","浪子之琴","1","420","0","選擇追蹤單位"
"20220810 17440002","","Signature Cocktail","尋根","1","400","0","選擇追蹤單位"
"20220810 18030003","","杯子","破杯費(厚可林杯)","1","0","0","選擇追蹤單位"
"20220810 18030003","","杯子","破杯費(金邊水杯)","1","0","0","選擇追蹤單位"
"20220810 18030003","","招待","招待Whisky Shot","10","0","0","選擇追蹤單位"
"20220810 18030003","","招待","員工喝 Redbull","1","0","0","選擇追蹤單位"
"20220810 18030003","","招待","員工喝 Redbull","1","0","0","選擇追蹤單位"
"20220810 18030003","","招待","招待Whisky Shot","8","0","0","選擇追蹤單位"
"20220810 18030003","","招待","招待 Vodka Shot","4","0","0","選擇追蹤單位"
"20220810 18030003","","招待","員工喝High Ball","1","0","0","選擇追蹤單位"
"20220810 18030003","","招待","招待Gin Shot","4","0","0","選擇追蹤單位"
"20220810 18030003","","招待","招待Rum Shot","4","0","0","選擇追蹤單位"
"20220810 18030003","","招待","員工喝 Redbull","1","0","0","選擇追蹤單位"
"20220810 18030003","","招待","招待Whisky Shot","18","0","0","選擇追蹤單位"
"20220810 18030003","","招待","招待Tequila Shot","4","0","0","選擇追蹤單位"
"20220810 19000004","","下酒菜","孜然霸王骨","1","240","0","選擇追蹤單位"
"20220810 19000004","","特色餐點","蒜酥黃金魚皮","1","220","0","選擇追蹤單位"
"20220810 19000004","","Signature Cocktail","盛夏 (PERONI仲夏限定特調)","1","400","0","選擇追蹤單位"
"20220810 19000004","","開胃小點","臥龍三椒鳳爪","1","120","0","選擇追蹤單位"
"20220810 19000004","","下酒菜","松阪豬炒水蓮","1","220","0","選擇追蹤單位"
"20220810 19000004","","Special及活動","Special Mocktail","1","250","0","選擇追蹤單位"
"20220810 19000004","","滷味","香滷牛三寶拼盤","1","380","0","選擇追蹤單位"
"20220810 19000004","","主食","野菇櫻花蝦飯","1","250","0","選擇追蹤單位"
"20220810 20230006","DK09469935","Signature Cocktail","琥珀","1","380","0","選擇追蹤單位"
"20220810 20290007","","Classic Cocktail","Gin  Tonic","1","320","0","選擇追蹤單位"
"20220810 22040010","","Beer","GUINNESS","1","250","0","選擇追蹤單位"
"20220810 22040010","","下酒菜","麻辣鍋巴魚","1","300","0","選擇追蹤單位"
"20220810 22040010","","特色餐點","芥末蘋果蝦球","1","340","0","選擇追蹤單位"
"20220810 22040010","","Beer","GUINNESS","1","250","0","選擇追蹤單位"
"20220810 22040011","DK09469936","Signature Cocktail","The Macallan Silend Third","1","400","0","選擇追蹤單位"
"20220810 22440012","","滷味","秘制滷味拼盤","1","360","0","選擇追蹤單位"
"20220810 22440012","","Beer","PERONI draft beer","2","500","0","選擇追蹤單位"
"20220810 23000013","","香菸","雲斯頓天香5毫克","1","100","0","選擇追蹤單位"
"20220811 00080014","","Signature Cocktail","琥珀","1","380","0","選擇追蹤單位"
"20220811 00080014","","Signature Cocktail","白霜","1","380","0","選擇追蹤單位"
"20220811 00080014","","Special及活動","主廚限定餐點","1","280","0","選擇追蹤單位"
"20220811 00080014","","滷味","秘制滷味拼盤","1","360","0","選擇追蹤單位"
"20220811 00080014","","Signature Cocktail","山海關","1","420","0","選擇追蹤單位"
"20220811 00350015","","主食","香辣干燒蝦拌麵","1","260","0","選擇追蹤單位"
"20220811 02000001","","Special及活動","Special Cocktail","2","760","0","選擇追蹤單位"
"20220811 17440002","","Signature Cocktail","東方美人","1","420","0","選擇追蹤單位"
"20220811 17440002","","炸物","太極雙醬薯條","1","220","0","選擇追蹤單位"
"20220811 17440002","","Signature Cocktail","雲初之上","1","400","0","選擇追蹤單位"
