"分店代碼","建立時間","交易序號","用餐方式","桌號","單號","商品編號","商品名稱","商品單價","數量","銷售金額","實收金額","淨額"
"01","2022-08-15 01:29:09","20220814 19380004","內用","B9","4","","Jasmine","350","1","350","350",""
"01","2022-08-15 01:29:09","20220814 19380004","內用","B9","4","","松阪豬炒水蓮","220","1","220","220",""
"01","2022-08-15 01:29:09","20220814 19380004","內用","B9","4","","自制滷豆干","100","1","100","100",""
"01","2022-08-15 01:33:21","20220815 00290012","內用","A1","12","","哈庫那瑪塔塔","420","1","420","420",""
"01","2022-08-15 01:33:21","20220815 00290012","內用","A1","12","","東方美人","420","1","420","420",""
"01","2022-08-15 01:33:21","20220815 00290012","內用","A1","12","","雲初之上","400","1","400","400",""
"01","2022-08-15 01:33:21","20220815 00290012","內用","A1","12","","龍柏","400","1","400","400",""
"01","2022-08-15 01:33:21","20220815 00290012","內用","A1","12","","西方世界","400","1","400","400",""
"01","2022-08-15 01:33:21","20220815 00290012","內用","A1","12","","尋根","400","1","400","400",""
"01","2022-08-15 01:33:21","20220815 00290012","內用","A1","12","","琥珀","380","1","380","380",""
"01","2022-08-15 01:33:21","20220815 00290012","內用","A1","12","","炙陽","380","1","380","380",""
"01","2022-08-15 01:33:21","20220815 00290012","內用","A1","12","","招待Tequila Shot","0","3","0","0",""
"01","2022-08-15 01:33:21","20220815 00290012","內用","A1","12","","黃金會員入會禮兌換券","0","1","0","0",""
"01","2022-08-15 01:33:21","20220815 00290012","內用","A1","12","","黃金會員二樓限定酒水兌換券","0","3","0","0",""
"01","2022-08-15 01:33:21","20220815 00290012","內用","A1","12","","O-迎賓小點","0","1","0","0",""
"01","2022-08-15 01:37:20","20220815 01350014","內用","A1","14","","Special Cocktail","420","1","420","420",""
"01","2022-08-15 01:37:20","20220815 01350014","內用","A1","14","","Special Cocktail","380","1","380","380",""
"01","2022-08-15 01:39:43","20220814 17470001","內用","員工","1","","破杯費(金邊水杯)","300","1","300","0",""
"01","2022-08-15 01:39:43","20220814 17470001","內用","員工","1","","破杯費(Johnnie Walker小Shot杯)","300","2","600","0",""
"01","2022-08-15 01:39:43","20220814 17470001","內用","員工","1","","招待Whisky Shot","0","3","0","0",""
"01","2022-08-15 01:39:43","20220814 17470001","內用","員工","1","","招待Gin Shot","0","12","0","0",""
"01","2022-08-15 01:39:43","20220814 17470001","內用","員工","1","","招待伯爵鮮奶茶","0","1","0","0",""
"01","2022-08-15 01:39:43","20220814 17470001","內用","員工","1","","招待Tequila Shot","0","6","0","0",""
"01","2022-08-15 01:39:43","20220814 17470001","內用","員工","1","","招待Rum Shot","0","4","0","0",""
"01","2022-08-15 01:39:43","20220814 17470001","內用","員工","1","","招待Tequila Shot","0","4","0","0",""
"01","2022-08-15 01:39:43","20220814 17470001","內用","員工","1","","招待Gin Shot","0","2","0","0",""
"01","2022-08-15 01:39:43","20220814 17470001","內用","員工","1","","招待Tequila Shot","0","4","0","0",""
"01","2022-08-15 01:39:43","20220814 17470001","內用","員工","1","","員工喝High Ball","0","1","0","0",""
"01","2022-08-15 01:39:43","20220814 17470001","內用","員工","1","","招待Whisky Shot","0","12","0","0",""
"01","2022-08-15 01:47:03","20220815 01460015","內用","B7","15","","雲初之上","400","1","400","400",""
"01","2022-08-15 01:47:03","20220815 01460015","內用","B7","15","","Hayman Sloe Gin","380","1","380","380",""
"01","2022-08-15 01:47:03","20220815 01460015","內用","B7","15","","El Diablo","320","1","320","320",""
"01","2022-08-15 01:47:03","20220815 01460015","內用","B7","15","","太極雙醬薯條","220","1","220","220",""
"01","2022-08-15 01:47:03","20220815 01460015","內用","B7","15","","松阪豬炒水蓮","220","1","220","220",""
"01","2022-08-15 18:30:16","20220815 18290005","內用","員工","5","","雲斯頓呱旋風6毫克","100","1","100","100",""
"01","2022-08-15 19:58:51","20220815 19580008","內用","員工","8","","雲斯頓呱旋風6毫克","100","1","100","100",""
"01","2022-08-15 19:59:55","20220815 19290006","內用","B4","6","","Dry Martini","320","1","320","320",""
"01","2022-08-15 21:44:26","20220815 19330007","內用","B7","7","","尋根","400","1","400","400",""
"01","2022-08-15 21:44:26","20220815 19330007","內用","B7","7","","白霜","380","1","380","380",""
"01","2022-08-15 21:44:26","20220815 19330007","內用","B7","7","","琥珀","380","1","380","380",""
"01","2022-08-15 21:44:26","20220815 19330007","內用","B7","7","","雲嫣","380","1","380","380",""
"01","2022-08-15 21:44:26","20220815 19330007","內用","B7","7","","香滷牛三寶拼盤","380","1","380","380",""
"01","2022-08-15 21:44:26","20220815 19330007","內用","B7","7","","香辣干燒蝦拌麵","260","1","260","260",""
"01","2022-08-15 22:35:27","20220815 18050004","內用","A3","4","","哈庫那瑪塔塔","420","1","420","420",""
"01","2022-08-15 22:35:27","20220815 18050004","內用","A3","4","","尋根","400","1","400","400",""
"01","2022-08-15 22:35:27","20220815 18050004","內用","A3","4","","秘制滷味拼盤","360","1","360","360",""
"01","2022-08-15 22:35:27","20220815 18050004","內用","A3","4","","酒蒸蛤蠣","320","1","320","320",""
"01","2022-08-15 22:35:27","20220815 18050004","內用","A3","4","","酒蒸蛤蠣","320","1","320","320",""
"01","2022-08-15 22:35:27","20220815 18050004","內用","A3","4","","干貝雞汁拌麵","260","1","260","260",""
"01","2022-08-15 22:35:27","20220815 18050004","內用","A3","4","","PERONI draft beer","250","1","250","250",""
"01","2022-08-15 22:35:27","20220815 18050004","內用","A3","4","","PERONI draft beer","250","2","500","500",""
"01","2022-08-15 22:35:27","20220815 18050004","內用","A3","4","","手工高麗菜豬肉水餃","200","1","200","200",""
"01","2022-08-15 22:35:27","20220815 18050004","內用","A3","4","","臥龍三椒鳳爪","120","1","120","120",""
"01","2022-08-15 22:35:27","20220815 18050004","內用","A3","4","","特製皮蛋豆腐","120","1","120","120",""
"01","2022-08-15 22:35:27","20220815 18050004","內用","A3","4","","蒜蓉朝天辣椒醬","0","1","0","0",""
"01","2022-08-15 22:35:27","20220815 18050004","內用","A3","4","","蒜蓉朝天辣椒醬","0","1","0","0",""
"01","2022-08-15 22:35:27","20220815 18050004","內用","A3","4","","滷味腐乳辣醬","0","1","0","0",""
"01","2022-08-15 22:38:19","20220815 21480010","內用","B4","10","","雲初之上","400","1","400","400",""
"01","2022-08-15 22:38:19","20220815 21480010","內用","B4","10","","白霜","380","1","380","380",""
"01","2022-08-16 00:19:37","20220815 17370002","內用","A1","2","","仲夏 (PERONI仲夏限定特調)","450","1","450","450",""
"01","2022-08-16 00:19:37","20220815 17370002","內用","A1","2","","盛夏 (PERONI仲夏限定特調)","400","2","800","800",""
"01","2022-08-16 00:19:37","20220815 17370002","內用","A1","2","","尋根","400","1","400","400",""
"01","2022-08-16 00:19:37","20220815 17370002","內用","A1","2","","琥珀","380","1","380","380",""
"01","2022-08-16 00:19:37","20220815 17370002","內用","A1","2","","炙陽","380","1","380","380",""
"01","2022-08-16 00:19:37","20220815 17370002","內用","A1","2","","香辣干燒蝦拌麵","260","1","260","260",""
"01","2022-08-16 00:19:37","20220815 17370002","內用","A1","2","","干貝雞汁拌麵","260","1","260","260",""
"01","2022-08-16 00:19:37","20220815 17370002","內用","A1","2","","蒜酥黃金魚皮","220","1","220","220",""
"01","2022-08-16 00:19:37","20220815 17370002","內用","A1","2","","松阪豬炒水蓮","220","1","220","220",""
"01","2022-08-16 01:26:54","20220816 00220011","內用","B10","11","","尋根","400","1","400","400",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","BERLINER BRANDSTIFTER","450","1","450","450",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","NORDÉS","450","1","450","450",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","NORDÉS","450","1","450","450",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","Special Cocktail","420","1","420","420",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","Special Cocktail","420","1","420","420",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","EG Seaside","400","1","400","400",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","雲初之上","400","1","400","400",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","尋根","400","1","400","400",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","琥珀","380","1","380","380",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","自制滷豆干","0","1","0","0",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","O-迎賓小點","0","1","0","0",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","會員生日禮","0","1","0","0",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","太極雙醬薯條","0","1","0","0",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","黃金會員入會禮兌換券","0","1","0","0",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","金鑽會員二樓限定酒水兌換券","0","1","0","0",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","O-壽星特調","0","1","0","0",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","CHILENSIS RESERVA WHITE WINE","0","1","0","0",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","金鑽兌換-自制滷豆干 10點","0","1","0","0",""
"01","2022-08-16 01:32:41","20220815 21390009","內用","A12","9","","鉑金會員升階禮兌換券","0","1","0","0",""
"01","2022-08-16 01:38:01","20220816 01210013","內用","B3","13","","龍柏","400","1","400","400",""
"01","2022-08-16 01:38:01","20220816 01210013","內用","B3","13","","Boulevardier","350","1","350","350",""
"01","2022-08-16 01:38:01","20220816 01210013","內用","B3","13","","Old Fashion","350","1","350","350",""
"01","2022-08-16 01:38:53","20220816 00520012","內用","B7","12","","Long Island Iced Tea","380","1","380","430",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","八月優惠特調Shots(6杯)","600","1","600","600",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","哈庫那瑪塔塔","420","1","420","420",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","山海關","420","1","420","420",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","尋根","400","1","400","400",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","龍柏","400","1","400","400",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","琥珀","380","1","380","380",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","秘制滷味拼盤","360","1","360","360",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","Kings Valley","350","1","350","350",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","Clover Club","350","1","350","350",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","香辣干燒蝦拌麵","260","1","260","260",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","PERONI draft beer","250","1","250","250",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","PERONI draft beer","250","1","250","250",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","PERONI draft beer","250","1","250","250",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","House Shot","100","4","400","400",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","House Shot","100","3","300","300",""
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","","6 Cocktail Shots","0","1","0","0",""
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","","破杯費(小Shot杯)","300","1","300","0",""
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","","招待Whisky Shot","0","4","0","0",""
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","","招待Rum Shot","0","6","0","0",""
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","","招待Gin Shot","0","5","0","0",""
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","","員工喝 Redbull","0","1","0","0",""
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","","招待Gin Shot","0","4","0","0",""
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","","招待Gin Shot","0","4","0","0",""
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","","招待Tequila Shot","0","4","0","0",""
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","","招待Tequila Shot","0","2","0","0",""
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","","招待Rum Shot","0","4","0","0",""
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","","招待Gin Shot","0","5","0","0",""
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","","招待Gin Shot","0","5","0","0",""
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","","招待Tequila Shot","0","6","0","0",""
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","","招待Gin Shot","0","9","0","0",""
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","","招待Gin Shot","0","4","0","0",""
"01","2022-08-16 01:49:14","20220816 01460014","內用","員工","14","","招待Gin Shot","0","12","0","0",""
"01","2022-08-16 19:57:27","20220816 19570006","內用","員工","6","","雲斯頓呱旋風6毫克","100","1","100","100",""
"01","2022-08-16 20:53:36","20220816 20530007","內用","員工","7","","七星雙味晶球5毫克","125","1","125","125",""
"01","2022-08-16 21:11:17","20220816 19360005","內用","B5","5","","CALERA WHITE WINE","2200","1","2200","2200",""
"01","2022-08-16 21:11:17","20220816 19360005","內用","B5","5","","秘制滷味拼盤","360","1","360","360",""
"01","2022-08-16 21:11:17","20220816 19360005","內用","B5","5","","Earl Grey Milk Tea I/H","220","1","220","220",""
"01","2022-08-16 21:11:17","20220816 19360005","內用","B5","5","","酸辣土豆絲","80","1","80","80",""
"01","2022-08-16 21:11:17","20220816 19360005","內用","B5","5","","蒜蓉朝天辣椒醬","0","1","0","0",""
"01","2022-08-16 21:16:01","20220816 21150008","內用","站A","8","","雲斯頓天香5毫克","100","1","100","100",""
"01","2022-08-16 21:19:39","20220816 21190009","內用","員工","9","","雲斯頓呱旋風6毫克","100","1","100","100",""
"01","2022-08-16 22:59:20","20220816 21310010","內用","B3","10","","東方美人","420","1","420","420",""
"01","2022-08-16 22:59:20","20220816 21310010","內用","B3","10","","龍柏","400","1","400","400",""
"01","2022-08-16 22:59:20","20220816 21310010","內用","B3","10","","雲初之上","400","1","400","400",""
"01","2022-08-16 23:55:38","20220816 19150003","內用","A3","3","","山海關","420","1","420","420",""
"01","2022-08-16 23:55:38","20220816 19150003","內用","A3","3","","龍柏","400","1","400","400",""
"01","2022-08-16 23:55:38","20220816 19150003","內用","A3","3","","酒蒸蛤蠣","320","1","320","320",""
"01","2022-08-16 23:55:38","20220816 19150003","內用","A3","3","","主廚限定餐點","280","1","280","280",""
"01","2022-08-16 23:55:38","20220816 19150003","內用","A3","3","","干貝雞汁拌麵","260","1","260","260",""
"01","2022-08-16 23:55:38","20220816 19150003","內用","A3","3","","Earl Grey Milk Tea I/H","220","1","220","220",""
"01","2022-08-16 23:55:38","20220816 19150003","內用","A3","3","","黑白無腸","180","1","180","180",""
"01","2022-08-17 00:24:51","20220816 22420011","內用","B10","11","","芥末蘋果蝦球","340","1","340","340",""
"01","2022-08-17 00:24:51","20220816 22420011","內用","B10","11","","主廚限定餐點","280","1","280","280",""
"01","2022-08-17 00:24:51","20220816 22420011","內用","B10","11","","Special Mocktail","220","1","220","220",""
"01","2022-08-17 00:52:17","20220816 19360004","內用","B8","4","","琥珀","380","1","380","380",""
"01","2022-08-17 00:52:17","20220816 19360004","內用","B8","4","","Special Cocktail","380","1","380","380",""
"01","2022-08-17 00:52:17","20220816 19360004","內用","B8","4","","干貝雞汁拌麵","260","1","260","260",""
"01","2022-08-17 00:52:17","20220816 19360004","內用","B8","4","","香辣干燒蝦拌麵","260","1","260","260",""
"01","2022-08-17 00:52:17","20220816 19360004","內用","B8","4","","Special Mocktail","220","1","220","220",""
"01","2022-08-17 00:52:17","20220816 19360004","內用","B8","4","","手工高麗菜豬肉水餃","200","1","200","200",""
"01","2022-08-17 01:25:29","20220816 23000012","內用","B4","12","","Special Cocktail","420","1","420","420",""
"01","2022-08-17 01:25:29","20220816 23000012","內用","B4","12","","琥珀","380","1","380","380",""
"01","2022-08-17 01:25:29","20220816 23000012","內用","B4","12","","太極雙醬薯條","220","1","220","220",""
"01","2022-08-17 01:25:29","20220816 23000012","內用","B4","12","","自制滷豆干","100","1","100","100",""
"01","2022-08-17 01:31:23","20220816 17430001","內用","員工","1","","破杯費(小馬丁尼杯)","300","1","300","0",""
"01","2022-08-17 01:31:23","20220816 17430001","內用","員工","1","","招待Whisky Shot","0","3","0","0",""
"01","2022-08-17 01:31:50","20220817 00580013","內用","B2","13","","盛夏 (PERONI仲夏限定特調)","400","1","400","400",""
"01","2022-08-17 01:31:50","20220817 00580013","內用","B2","13","","Gin  Tonic","320","1","320","370",""
"01","2022-08-17 01:31:50","20220817 00580013","內用","B2","13","","Highball","280","1","280","280",""
"01","2022-08-17 01:31:50","20220817 00580013","內用","B2","13","","Highball","280","1","280","280",""
"01","2022-08-17 19:42:09","20220817 18400006","內用","B5","6","","Long Island Iced Tea","380","1","380","380",""
"01","2022-08-17 19:42:09","20220817 18400006","內用","B5","6","","PERONI draft beer","250","1","250","250",""
"01","2022-08-17 19:42:09","20220817 18400006","內用","B5","6","","PERONI draft beer","250","1","250","250",""
"01","2022-08-17 21:00:50","20220817 17390002","內用","A1","2","","松阪豬炒水蓮","220","1","220","220",""
"01","2022-08-17 21:00:50","20220817 17390002","內用","A1","2","","Earl Grey Tea I/H","120","1","120","120",""
"01","2022-08-17 21:00:50","20220817 17390002","內用","A1","2","","Earl Grey Tea I/H","120","1","120","120",""
"01","2022-08-17 21:00:50","20220817 17390002","內用","A1","2","","Oolong Tea I/H","120","1","120","120",""
"01","2022-08-17 21:00:50","20220817 17390002","內用","A1","2","","Oolong Tea I/H","120","1","120","120",""
"01","2022-08-17 22:34:43","20220817 20300007","內用","B10","7","","The MACALLAN Signature","450","1","450","450",""
"01","2022-08-17 22:34:43","20220817 20300007","內用","B10","7","","Special Cocktail","420","1","420","420",""
"01","2022-08-17 22:34:43","20220817 20300007","內用","B10","7","","主廚限定餐點","280","1","280","280",""
"01","2022-08-17 22:49:49","20220817 21460008","內用","B4","8","","LAGAVULIN 16yo","500","1","500","500",""
"01","2022-08-17 22:49:49","20220817 21460008","內用","B4","8","","琥珀","380","1","380","380",""
"01","2022-08-17 22:49:49","20220817 21460008","內用","B4","8","","秘制滷味拼盤","360","1","360","360",""
"01","2022-08-17 22:49:49","20220817 21460008","內用","B4","8","","THE BALVENIE DOUBLEWOOD 12yo","350","1","350","350",""
"01","2022-08-17 22:49:49","20220817 21460008","內用","B4","8","","JURA SHERRY CASK 12yo","320","1","320","320",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","The MACALLAN THE HARMONY COLLECTION FINE CACAO","800","1","800","800",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","M By Mac Malden","450","1","450","450",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","東方美人","420","1","420","420",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","The MACALLAN DOUBLE CASK 12yo","400","1","400","400",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","Special Cocktail","400","1","400","400",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","尋根","400","1","400","400",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","琥珀","380","1","380","380",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","雲嫣","380","1","380","380",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","秘制滷味拼盤","360","1","360","360",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","芥末蘋果蝦球","340","1","340","340",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","酒蒸蛤蠣","320","1","320","320",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","主廚限定餐點","280","1","280","280",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","香辣干燒蝦拌麵","260","1","260","260",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","干貝雞汁拌麵","260","2","520","520",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","蒜酥黃金魚皮","220","1","220","220",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","松阪豬炒水蓮","220","1","220","220",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","臥龍三椒鳳爪","120","1","120","120",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","Sprite","100","1","100","100",""
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","","酸辣土豆絲","80","1","80","80",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","NORDÉS","450","1","450","450",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","山海關","420","1","420","420",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","哈庫那瑪塔塔","420","1","420","420",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","尋根","400","1","400","400",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","LONEWOLF CACTUS & LIME","400","1","400","400",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","ROKU","380","1","380","380",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","雲嫣","380","1","380","380",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","炙陽","380","1","380","380",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","芥末蘋果蝦球","340","1","340","340",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","可樂果炸雞","320","1","320","320",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","可樂果炸雞","320","1","320","320",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","主廚限定餐點","280","1","280","280",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","主廚限定餐點","280","1","280","280",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","干貝雞汁拌麵","260","2","520","520",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","蒜酥黃金魚皮","220","1","220","220",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","太極雙醬薯條","220","1","220","220",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","Oolong Milk Tea I/H","220","1","220","220",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","松阪豬炒水蓮","220","1","220","220",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","Earl Grey Milk Tea I/H","220","1","220","220",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","Latte I/H","150","1","150","150",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","Coke","100","2","200","200",""
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","","酸辣土豆絲","80","1","80","80",""
"01","2022-08-17 23:42:00","20220817 22530011","內用","A4","11","","雲初之上","400","1","400","400",""
"01","2022-08-17 23:42:00","20220817 22530011","內用","A4","11","","雲嫣","380","1","380","380",""
"01","2022-08-17 23:42:00","20220817 22530011","內用","A4","11","","主廚限定餐點","280","1","280","280",""
"01","2022-08-17 23:42:00","20220817 22530011","內用","A4","11","","Special Mocktail","280","1","280","280",""
"01","2022-08-17 23:42:00","20220817 22530011","內用","A4","11","","太極雙醬薯條","220","1","220","220",""
"01","2022-08-18 00:09:40","20220817 22520010","內用","B10","10","","可樂果炸雞","320","1","320","320",""
"01","2022-08-18 01:07:30","20220817 17400003","內用","B7","3","","Special Cocktail","420","1","420","420",""
"01","2022-08-18 01:07:30","20220817 17400003","內用","B7","3","","尋根","400","1","400","400",""
"01","2022-08-18 01:07:30","20220817 17400003","內用","B7","3","","尋根","400","0","0","0",""
"01","2022-08-18 01:07:30","20220817 17400003","內用","B7","3","","龍柏","400","1","400","400",""
"01","2022-08-18 01:07:30","20220817 17400003","內用","B7","3","","琥珀","380","1","380","380",""
"01","2022-08-18 01:07:30","20220817 17400003","內用","B7","3","","雲嫣","380","1","380","380",""
"01","2022-08-18 01:07:30","20220817 17400003","內用","B7","3","","Special Cocktail","380","1","380","380",""
"01","2022-08-18 01:07:30","20220817 17400003","內用","B7","3","","秘制滷味拼盤","360","1","360","360",""
"01","2022-08-18 01:07:30","20220817 17400003","內用","B7","3","","酒蒸蛤蠣","320","1","320","320",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","Special Cocktail","420","1","420","420",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","哈庫那瑪塔塔","420","1","420","420",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","哈庫那瑪塔塔","420","2","840","840",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","東方美人","420","1","420","420",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","哈庫那瑪塔塔","420","1","420","420",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","山海關","420","1","420","420",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","尋根","400","1","400","400",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","龍柏","400","1","400","400",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","尋根","400","1","400","400",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","琥珀","380","2","760","760",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","雲嫣","380","1","380","380",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","炙陽","380","1","380","380",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","塔香菌菇炒蝦","380","1","380","380",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","秘制滷味拼盤","360","1","360","360",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","Mojito","350","1","350","350",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","可樂果炸雞","320","1","320","320",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","麻辣鍋巴魚","300","1","300","300",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","主廚限定餐點","280","1","280","280",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","太極雙醬薯條","220","1","220","220",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","松阪豬炒水蓮","220","1","220","220",""
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","","松阪豬炒水蓮","220","1","220","220",""
"01","2022-08-18 01:33:28","20220818 00080012","內用","B5","3-1","","Rockbare McLaren Vale Grenache Red Wine","1500","1","1500","1500",""
"01","2022-08-18 01:33:28","20220818 00080012","內用","B5","3-1","","尋根","400","1","400","400",""
"01","2022-08-18 01:33:28","20220818 00080012","內用","B5","3-1","","酒蒸蛤蠣","320","1","320","320",""
"01","2022-08-18 01:36:22","20220818 00470013","內用","B2","12","","山海關","420","1","420","420",""
"01","2022-08-18 01:36:22","20220818 00470013","內用","B2","12","","白霜","380","1","380","380",""
"01","2022-08-18 01:36:22","20220818 00470013","內用","B2","12","","Mojito","350","1","350","350",""
"01","2022-08-18 01:36:54","20220817 17310001","內用","員工","1","","招待Whisky Shot","0","3","0","0",""
"01","2022-08-18 01:36:54","20220817 17310001","內用","員工","1","","招待Gin Shot","0","2","0","0",""
"01","2022-08-18 01:36:54","20220817 17310001","內用","員工","1","","招待Tequila Shot","0","6","0","0",""
