"分店代碼","建立時間","交易序號","用餐方式","桌號","單號","商品編號","商品名稱","商品單價","數量","銷售金額","實收金額","淨額"
"01","2022-08-01 17:26:39","20220801 17250002","內用","員工","2","","雲斯頓呱旋風6毫克","100","1","100","100",""
"01","2022-08-01 20:28:42","20220801 20280006","內用","員工","6","","七星雙味晶球5毫克","125","1","125","125",""
"01","2022-08-01 22:18:22","20220801 21040011","內用","A5","11","","雲初之上","400","1","400","400",""
"01","2022-08-01 22:18:22","20220801 21040011","內用","A5","11","","Sangria","380","1","380","380",""
"01","2022-08-01 22:18:22","20220801 21040011","內用","A5","11","","秘制滷味拼盤","360","1","360","360",""
"01","2022-08-01 22:18:22","20220801 21040011","內用","A5","11","","芥末蘋果蝦球","340","1","340","340",""
"01","2022-08-01 22:18:22","20220801 21040011","內用","A5","11","","黑白無腸","180","1","180","180",""
"01","2022-08-01 22:24:22","20220801 17330003","內用","B7","3","","炙陽","380","1","380","380",""
"01","2022-08-01 22:24:22","20220801 17330003","內用","B7","3","","琥珀","380","1","380","380",""
"01","2022-08-01 22:24:22","20220801 17330003","內用","B7","3","","可樂果炸雞","320","1","320","320",""
"01","2022-08-01 22:24:22","20220801 17330003","內用","B7","3","","香辣干燒蝦拌麵","260","1","260","260",""
"01","2022-08-01 22:24:22","20220801 17330003","內用","B7","3","","蒜酥黃金魚皮","220","1","220","220",""
"01","2022-08-01 22:24:22","20220801 17330003","內用","B7","3","","臥龍三椒鳳爪","120","1","120","120",""
"01","2022-08-01 22:24:22","20220801 17330003","內用","B7","3","","酸辣土豆絲","80","1","80","80",""
"01","2022-08-01 22:24:22","20220801 17330003","內用","B7","3","","綻","0","1","0","0",""
"01","2022-08-01 22:24:22","20220801 17330003","內用","B7","3","","綻","0","1","0","0",""
"01","2022-08-01 22:32:08","20220801 20300007","內用","B9","7","","GRANDIAL SPARKLING WINE","1500","1","1500","1500",""
"01","2022-08-01 22:32:08","20220801 20300007","內用","B9","7","","Highball","280","1","280","280",""
"01","2022-08-01 22:41:39","20220801 21230014","內用","B1","14","","龍柏","400","1","400","400",""
"01","2022-08-01 22:41:39","20220801 21230014","內用","B1","14","","烏金堅果乾酪燒","240","1","240","240",""
"01","2022-08-01 22:41:39","20220801 21230014","內用","B1","14","","哈庫那瑪塔塔","0","1","0","0",""
"01","2022-08-01 22:41:39","20220801 21230014","內用","B1","14","","#crouchide 6","0","1","0","0",""
"01","2022-08-01 23:11:43","20220801 20530010","內用","B3","10","","JagerBomb","350","2","700","700",""
"01","2022-08-01 23:11:43","20220801 20530010","內用","B3","10","","Mojito","350","1","350","350",""
"01","2022-08-01 23:11:43","20220801 20530010","內用","B3","10","","JagerBomb","350","1","350","350",""
"01","2022-08-01 23:11:43","20220801 20530010","內用","B3","10","","JagerBomb","350","1","350","350",""
"01","2022-08-01 23:11:43","20220801 20530010","內用","B3","10","","JagerBomb","350","1","350","350",""
"01","2022-08-01 23:11:43","20220801 20530010","內用","B3","10","","香辣干燒蝦拌麵","260","1","260","260",""
"01","2022-08-01 23:11:43","20220801 20530010","內用","B3","10","","干貝雞汁拌麵","260","1","260","260",""
"01","2022-08-01 23:11:43","20220801 20530010","內用","B3","10","","松阪豬炒水蓮","220","1","220","220",""
"01","2022-08-01 23:20:14","20220801 23190019","內用","A1","19","","七星硬盒10毫克","125","1","125","125",""
"01","2022-08-01 23:23:16","20220801 17330004","內用","B5","4","","東方美人","420","1","420","420",""
"01","2022-08-01 23:23:16","20220801 17330004","內用","B5","4","","哈庫那瑪塔塔","420","1","420","420",""
"01","2022-08-01 23:23:16","20220801 17330004","內用","B5","4","","雲初之上","400","1","400","400",""
"01","2022-08-01 23:23:16","20220801 17330004","內用","B5","4","","龍柏","400","1","400","400",""
"01","2022-08-01 23:23:16","20220801 17330004","內用","B5","4","","干貝雞汁拌麵","260","1","260","260",""
"01","2022-08-01 23:23:16","20220801 17330004","內用","B5","4","","烏金堅果乾酪燒","240","1","240","240",""
"01","2022-08-01 23:23:16","20220801 17330004","內用","B5","4","","松阪豬炒水蓮","220","1","220","220",""
"01","2022-08-01 23:23:16","20220801 17330004","內用","B5","4","","太極雙醬薯條","220","1","220","220",""
"01","2022-08-01 23:31:30","20220801 21290015","內用","A10","15","","吉祥炸物拼盤","450","1","450","450",""
"01","2022-08-01 23:31:30","20220801 21290015","內用","A10","15","","龍柏","400","1","400","400",""
"01","2022-08-01 23:31:30","20220801 21290015","內用","A10","15","","Sangria","380","1","380","380",""
"01","2022-08-01 23:31:30","20220801 21290015","內用","A10","15","","琥珀","380","1","380","380",""
"01","2022-08-01 23:31:30","20220801 21290015","內用","A10","15","","琥珀","380","1","380","380",""
"01","2022-08-01 23:42:13","20220801 21530017","內用","A6","17","","東方美人","420","1","420","420",""
"01","2022-08-01 23:42:13","20220801 21530017","內用","A6","17","","尋根","400","1","400","400",""
"01","2022-08-01 23:42:13","20220801 21530017","內用","A6","17","","雲嫣","380","1","380","380",""
"01","2022-08-01 23:42:13","20220801 21530017","內用","A6","17","","琥珀","380","1","380","380",""
"01","2022-08-02 00:01:35","20220801 23590020","內用","A1","5-1","","哈庫那瑪塔塔","420","1","420","420",""
"01","2022-08-02 00:01:35","20220801 23590020","內用","A1","5-1","","山海關","420","1","420","420",""
"01","2022-08-02 00:01:35","20220801 23590020","內用","A1","5-1","","龍柏","400","1","400","400",""
"01","2022-08-02 00:01:35","20220801 23590020","內用","A1","5-1","","Long Island Iced Tea","380","1","380","380",""
"01","2022-08-02 00:01:35","20220801 23590020","內用","A1","5-1","","琥珀","380","1","380","380",""
"01","2022-08-02 00:01:35","20220801 23590020","內用","A1","5-1","","Long Island Iced Tea","380","1","380","380",""
"01","2022-08-02 00:01:35","20220801 23590020","內用","A1","5-1","","Long Island Iced Tea","380","1","380","430",""
"01","2022-08-02 00:01:35","20220801 23590020","內用","A1","5-1","","Side Car","350","1","350","350",""
"01","2022-08-02 00:01:35","20220801 23590020","內用","A1","5-1","","可樂果炸雞","320","1","320","320",""
"01","2022-08-02 00:01:35","20220801 23590020","內用","A1","5-1","","香辣干燒蝦拌麵","260","1","260","260",""
"01","2022-08-02 00:01:35","20220801 23590020","內用","A1","5-1","","松阪豬炒水蓮","220","1","220","220",""
"01","2022-08-02 00:04:28","20220801 21340016","內用","A7","16","","Special Cocktail","420","1","420","420",""
"01","2022-08-02 00:04:28","20220801 21340016","內用","A7","16","","Long Island Iced Tea","380","1","380","380",""
"01","2022-08-02 00:04:28","20220801 21340016","內用","A7","16","","JagerBomb","350","2","700","700",""
"01","2022-08-02 00:04:28","20220801 21340016","內用","A7","16","","Highball","280","1","280","280",""
"01","2022-08-02 00:04:28","20220801 21340016","內用","A7","16","","Rockbare McLaren Vale Grenache","250","1","250","250",""
"01","2022-08-02 00:04:28","20220801 21340016","內用","A7","16","","PERONI draft beer","250","1","250","250",""
"01","2022-08-02 00:04:28","20220801 21340016","內用","A7","16","","Tree Top Apple Juice","120","1","120","120",""
"01","2022-08-02 00:04:28","20220801 21340016","內用","A7","16","","House Shot","100","1","100","100",""
"01","2022-08-02 00:04:28","20220801 21340016","內用","A7","16","","Coke","100","1","100","100",""
"01","2022-08-02 00:11:56","20220801 22210018","內用","小VIP","18","","綻","0","1","0","0",""
"01","2022-08-02 00:11:56","20220801 22210018","內用","小VIP","18","","龍柏","0","1","0","0",""
"01","2022-08-02 00:11:56","20220801 22210018","內用","小VIP","18","","#crouchide 3","0","1","0","0",""
"01","2022-08-02 00:11:56","20220801 22210018","內用","小VIP","18","","白霜","0","1","0","0",""
"01","2022-08-02 00:11:56","20220801 22210018","內用","小VIP","18","","琥珀","0","1","0","0",""
"01","2022-08-02 00:11:56","20220801 22210018","內用","小VIP","18","","炙陽","0","1","0","0",""
"01","2022-08-02 00:11:56","20220801 22210018","內用","小VIP","18","","服務鈴","0","1","0","0",""
"01","2022-08-02 00:11:56","20220801 22210018","內用","小VIP","18","","#crouchide 5","0","1","0","0",""
"01","2022-08-02 00:11:56","20220801 22210018","內用","小VIP","18","","服務鈴","0","1","0","0",""
"01","2022-08-02 00:11:56","20220801 22210018","內用","小VIP","18","","#crouchide 1","0","1","0","0",""
"01","2022-08-02 00:11:56","20220801 22210018","內用","小VIP","18","","#crouchide 2","0","1","0","0",""
"01","2022-08-02 00:19:10","20220801 21140013","內用","A13","13","","香辣干燒蝦拌麵","260","1","260","260",""
"01","2022-08-02 00:19:10","20220801 21140013","內用","A13","13","","香辣干燒蝦拌麵","260","1","260","260",""
"01","2022-08-02 00:19:10","20220801 21140013","內用","A13","13","","特製皮蛋豆腐","120","1","120","120",""
"01","2022-08-02 00:19:10","20220801 21140013","內用","A13","13","","自制滷豆干","0","1","0","0",""
"01","2022-08-02 00:19:10","20220801 21140013","內用","A13","13","","黃金會員餐食兌換券","0","1","0","0",""
"01","2022-08-02 00:23:11","20220801 17460005","內用","B7","5","","哈庫那瑪塔塔","420","0","0","0",""
"01","2022-08-02 00:23:11","20220801 17460005","內用","B7","5","","山海關","420","1","420","420",""
"01","2022-08-02 00:23:11","20220801 17460005","內用","B7","5","","山海關","420","0","0","0",""
"01","2022-08-02 00:23:11","20220801 17460005","內用","B7","5","","龍柏","400","0","0","0",""
"01","2022-08-02 00:23:11","20220801 17460005","內用","B7","5","","Long Island Iced Tea","380","1","380","430",""
"01","2022-08-02 00:23:11","20220801 17460005","內用","B7","5","","Long Island Iced Tea","380","0","0","0",""
"01","2022-08-02 00:23:11","20220801 17460005","內用","B7","5","","Long Island Iced Tea","380","0","0","0",""
"01","2022-08-02 00:23:11","20220801 17460005","內用","B7","5","","Long Island Iced Tea","380","0","0","0",""
"01","2022-08-02 00:23:11","20220801 17460005","內用","B7","5","","琥珀","380","0","0","0",""
"01","2022-08-02 00:23:11","20220801 17460005","內用","B7","5","","琥珀","380","1","380","380",""
"01","2022-08-02 00:23:11","20220801 17460005","內用","B7","5","","Side Car","350","0","0","0",""
"01","2022-08-02 00:23:11","20220801 17460005","內用","B7","5","","可樂果炸雞","320","0","0","0",""
"01","2022-08-02 00:23:11","20220801 17460005","內用","B7","5","","香辣干燒蝦拌麵","260","0","0","0",""
"01","2022-08-02 00:23:11","20220801 17460005","內用","B7","5","","松阪豬炒水蓮","220","0","0","0",""
"01","2022-08-02 00:23:11","20220801 17460005","內用","B7","5","","招待Whisky Shot","0","3","0","0",""
"01","2022-08-02 00:32:06","20220801 20480008","內用","A3","8","","東方美人","420","1","420","420",""
"01","2022-08-02 00:32:06","20220801 20480008","內用","A3","8","","哈庫那瑪塔塔","420","1","420","420",""
"01","2022-08-02 00:32:06","20220801 20480008","內用","A3","8","","哈庫那瑪塔塔","420","1","420","420",""
"01","2022-08-02 00:32:06","20220801 20480008","內用","A3","8","","尋根","400","1","400","400",""
"01","2022-08-02 00:32:06","20220801 20480008","內用","A3","8","","尋根","400","1","400","400",""
"01","2022-08-02 00:32:06","20220801 20480008","內用","A3","8","","尋根","400","1","400","400",""
"01","2022-08-02 00:32:06","20220801 20480008","內用","A3","8","","龍柏","400","1","400","400",""
"01","2022-08-02 00:32:06","20220801 20480008","內用","A3","8","","琥珀","380","1","380","380",""
"01","2022-08-02 00:32:06","20220801 20480008","內用","A3","8","","琥珀","380","1","380","380",""
"01","2022-08-02 00:32:06","20220801 20480008","內用","A3","8","","可樂果炸雞","320","1","320","320",""
"01","2022-08-02 00:32:06","20220801 20480008","內用","A3","8","","烏金堅果乾酪燒","240","1","240","240",""
"01","2022-08-02 00:32:06","20220801 20480008","內用","A3","8","","太極雙醬薯條","220","1","220","220",""
"01","2022-08-02 01:26:16","20220802 01140021","內用","B5","20","","Mai Tai","380","1","380","380",""
"01","2022-08-02 01:26:16","20220802 01140021","內用","B5","20","","Aviation","350","1","350","350",""
"01","2022-08-02 01:28:39","20220801 03170001","內用","員工","1","","破杯費(刺蝟杯)","300","1","300","0",""
"01","2022-08-02 01:28:39","20220801 03170001","內用","員工","1","","破杯費(金邊水杯)","300","1","300","0",""
"01","2022-08-02 01:28:39","20220801 03170001","內用","員工","1","","破杯費(金邊水杯)","300","3","900","0",""
"01","2022-08-02 01:28:39","20220801 03170001","內用","員工","1","","招待Whisky Shot","0","5","0","0",""
"01","2022-08-02 01:28:39","20220801 03170001","內用","員工","1","","招待Whisky Shot","0","11","0","0",""
"01","2022-08-02 01:28:39","20220801 03170001","內用","員工","1","","招待Gin Shot","0","2","0","0",""
"01","2022-08-02 01:28:39","20220801 03170001","內用","員工","1","","招待Whisky Shot","0","14","0","0",""
"01","2022-08-02 01:28:39","20220801 03170001","內用","員工","1","","員工喝High Ball","0","1","0","0",""
"01","2022-08-02 01:28:39","20220801 03170001","內用","員工","1","","員工喝High Ball","0","1","0","0",""
"01","2022-08-02 02:02:32","20220802 02000001","內用","B8","1","","Gin  Tonic","320","1","320","320",""
"01","2022-08-02 02:02:32","20220802 02000001","內用","B8","1","","Vesper","320","1","320","320",""
"01","2022-08-02 17:22:37","20220802 17220002","內用","員工","2","","雲斯頓呱旋風6毫克","100","1","100","100",""
"01","2022-08-02 21:41:22","20220802 17400003","內用","A1","3","","塔香菌菇炒蝦","380","1","380","380",""
"01","2022-08-02 21:41:22","20220802 17400003","內用","A1","3","","JagerBomb","350","1","350","350",""
"01","2022-08-02 21:41:22","20220802 17400003","內用","A1","3","","酒蒸蛤蠣","320","1","320","320",""
"01","2022-08-02 21:41:22","20220802 17400003","內用","A1","3","","香辣干燒蝦拌麵","260","1","260","260",""
"01","2022-08-02 21:41:22","20220802 17400003","內用","A1","3","","松阪豬炒水蓮","220","1","220","220",""
"01","2022-08-02 21:41:22","20220802 17400003","內用","A1","3","","臥龍三椒鳳爪","120","1","120","120",""
"01","2022-08-02 22:01:49","20220802 21340010","內用","B6","10","","山海關","420","1","420","420",""
"01","2022-08-02 22:01:49","20220802 21340010","內用","B6","10","","哈庫那瑪塔塔","0","1","0","0",""
"01","2022-08-02 22:01:49","20220802 21340010","內用","B6","10","","#crouchide 6","0","1","0","0",""
"01","2022-08-02 22:28:49","20220802 21290009","內用","A12","9","","雲初之上","400","1","400","400",""
"01","2022-08-02 22:28:49","20220802 21290009","內用","A12","9","","PERONI draft beer","250","1","250","250",""
"01","2022-08-02 22:28:49","20220802 21290009","內用","A12","9","","特製皮蛋豆腐","120","1","120","120",""
"01","2022-08-02 23:00:53","20220802 19560007","內用","B9","7","","尋根","400","1","400","400",""
"01","2022-08-02 23:00:53","20220802 19560007","內用","B9","7","","琥珀","380","1","380","380",""
"01","2022-08-02 23:00:53","20220802 19560007","內用","B9","7","","太極雙醬薯條","220","1","220","220",""
"01","2022-08-02 23:00:53","20220802 19560007","內用","B9","7","","手工高麗菜豬肉水餃","200","1","200","200",""
"01","2022-08-02 23:21:45","20220802 21250008","內用","B4","8","","The MACALLAN DOUBLE CASK 18yo","900","1","900","900",""
"01","2022-08-02 23:21:45","20220802 21250008","內用","B4","8","","The MACALLAN THE HARMONY COLLECTION FINE CACAO","800","1","800","800",""
"01","2022-08-02 23:21:45","20220802 21250008","內用","B4","8","","M By Mac Malden","450","1","450","450",""
"01","2022-08-02 23:21:45","20220802 21250008","內用","B4","8","","哈庫那瑪塔塔","420","1","420","420",""
"01","2022-08-02 23:21:45","20220802 21250008","內用","B4","8","","龍柏","400","1","400","400",""
"01","2022-08-03 00:07:14","20220803 00060014","內用","A7","14","","Special Cocktail","1400","1","1400","1400",""
"01","2022-08-03 00:07:14","20220803 00060014","內用","A7","14","","NORDÉS","450","1","450","450",""
"01","2022-08-03 00:07:14","20220803 00060014","內用","A7","14","","NORDÉS","450","1","450","450",""
"01","2022-08-03 00:07:14","20220803 00060014","內用","A7","14","","哈庫那瑪塔塔","420","1","420","420",""
"01","2022-08-03 00:07:14","20220803 00060014","內用","A7","14","","尋根","400","1","400","400",""
"01","2022-08-03 00:07:14","20220803 00060014","內用","A7","14","","LONEWOLF CACTUS & LIME","400","1","400","400",""
"01","2022-08-03 00:07:14","20220803 00060014","內用","A7","14","","琥珀","380","1","380","380",""
"01","2022-08-03 00:07:14","20220803 00060014","內用","A7","14","","白霜","380","1","380","380",""
"01","2022-08-03 00:07:14","20220803 00060014","內用","A7","14","","可樂果炸雞","320","1","320","320",""
"01","2022-08-03 00:07:14","20220803 00060014","內用","A7","14","","太極雙醬薯條","220","1","220","220",""
"01","2022-08-03 00:07:14","20220803 00060014","內用","A7","14","","Earl Grey Milk Tea I/H","220","1","220","220",""
"01","2022-08-03 00:07:14","20220803 00060014","內用","A7","14","","黃金會員入會禮兌換券","0","1","0","0",""
"01","2022-08-03 00:07:14","20220803 00060014","內用","A7","14","","O-迎賓小點","0","1","0","0",""
"01","2022-08-03 00:39:10","20220802 18570006","內用","A3","6","","酒蒸蛤蠣","320","2","640","640",""
"01","2022-08-03 00:39:10","20220802 18570006","內用","A3","6","","可樂果炸雞","320","1","320","320",""
"01","2022-08-03 00:39:10","20220802 18570006","內用","A3","6","","自制滷豆干","0","1","0","0",""
"01","2022-08-03 00:39:10","20220802 18570006","內用","A3","6","","金鑽兌換-自制滷豆干 10點","0","1","0","0",""
"01","2022-08-03 01:00:32","20220802 21420011","內用","B1","11","","MONKEY 47","450","1","450","450",""
"01","2022-08-03 01:00:32","20220802 21420011","內用","B1","11","","TOBERMORY","450","2","900","900",""
"01","2022-08-03 01:00:32","20220802 21420011","內用","B1","11","","THE BOTANIST 22","450","1","450","450",""
"01","2022-08-03 01:00:32","20220802 21420011","內用","B1","11","","TOBERMORY","450","2","900","900",""
"01","2022-08-03 01:25:01","20220802 23530013","內用","B9","13","","Aviation","350","1","350","350",""
"01","2022-08-03 01:25:01","20220802 23530013","內用","B9","13","","Gin Fizz","350","1","350","350",""
"01","2022-08-03 01:25:01","20220802 23530013","內用","B9","13","","Side Car","350","1","350","350",""
"01","2022-08-03 01:29:17","20220802 17470005","內用","員工","5","","招待Gin Shot","0","3","0","0",""
"01","2022-08-03 01:29:17","20220802 17470005","內用","員工","5","","招待Whisky Shot","0","1","0","0",""
"01","2022-08-03 01:29:17","20220802 17470005","內用","員工","5","","員工喝 Redbull","0","1","0","0",""
"01","2022-08-03 01:29:17","20220802 17470005","內用","員工","5","","員工喝High Ball","0","1","0","0",""
"01","2022-08-03 01:29:17","20220802 17470005","內用","員工","5","","招待Whisky Shot","0","8","0","0",""
"01","2022-08-03 01:29:17","20220802 17470005","內用","員工","5","","招待Whisky Shot","0","1","0","0",""
"01","2022-08-03 01:29:17","20220802 17470005","內用","員工","5","","招待Whisky Shot","0","6","0","0",""
"01","2022-08-03 01:29:17","20220802 17470005","內用","員工","5","","招待伯爵鮮奶茶","0","1","0","0",""
"01","2022-08-03 01:29:17","20220802 17470005","內用","員工","5","","招待Whisky Shot","0","9","0","0",""
"01","2022-08-03 01:29:17","20220802 17470005","內用","員工","5","","員工喝High Ball","0","1","0","0",""
"01","2022-08-03 01:29:17","20220802 17470005","內用","員工","5","","招待伯爵鮮奶茶","0","1","0","0",""
"01","2022-08-03 01:29:17","20220802 17470005","內用","員工","5","","招待Gin Shot","0","3","0","0",""
"01","2022-08-03 17:28:29","20220803 17280001","內用","站A","1","","雲斯頓天香5毫克","100","1","100","100",""
"01","2022-08-03 17:28:49","20220803 17280002","內用","站A","2","","雲斯頓天香5毫克","100","1","100","100",""
"01","2022-08-03 20:05:22","20220803 19120010","內用","B7","10","","Aviation","350","1","350","350",""
"01","2022-08-03 20:31:13","20220803 19350011","內用","B9","11","","琥珀","380","1","380","380",""
"01","2022-08-03 20:31:13","20220803 19350011","內用","B9","11","","自制滷豆干","100","1","100","100",""
"01","2022-08-03 20:31:13","20220803 19350011","內用","B9","11","","綻","0","2","0","0",""
"01","2022-08-03 22:05:46","20220803 17350004","內用","A5","4","","CALERA WHITE WINE","2200","1","2200","2200",""
"01","2022-08-03 22:05:46","20220803 17350004","內用","A5","4","","秘制滷味拼盤","360","1","360","360",""
"01","2022-08-03 22:05:46","20220803 17350004","內用","A5","4","","干貝雞汁拌麵","260","1","260","260",""
"01","2022-08-03 22:05:46","20220803 17350004","內用","A5","4","","手工高麗菜豬肉水餃","200","1","200","200",""
"01","2022-08-03 22:14:36","20220803 18420009","內用","站A","9","","Negroni","380","1","380","380",""
"01","2022-08-03 22:14:36","20220803 18420009","內用","站A","9","","Special Cocktail","380","1","380","380",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","尋根","400","1","400","400",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","Long Island Iced Tea","380","1","380","380",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","雲嫣","380","1","380","380",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","秘制滷味拼盤","360","1","360","360",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","Mojito","350","1","350","350",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","JagerBomb","350","1","350","350",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","God Father","350","1","350","350",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","可樂果炸雞","320","1","320","320",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","酥炸廣島牡蠣","320","1","320","320",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","干貝雞汁拌麵","260","1","260","260",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","香辣干燒蝦拌麵","260","1","260","260",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","轟炸雞軟骨","240","1","240","240",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","松阪豬炒水蓮","220","1","220","220",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","蒜酥黃金魚皮","220","1","220","220",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","太極雙醬薯條","220","1","220","220",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","Coke","100","1","100","100",""
"01","2022-08-03 22:21:53","20220803 17350003","內用","A1","3","","Coke","100","1","100","100",""
"01","2022-08-03 22:28:22","20220803 17350005","內用","A3","5","","吉祥炸物拼盤","450","1","450","450",""
"01","2022-08-03 22:28:22","20220803 17350005","內用","A3","5","","哈庫那瑪塔塔","420","1","420","420",""
"01","2022-08-03 22:28:22","20220803 17350005","內用","A3","5","","山海關","420","1","420","420",""
"01","2022-08-03 22:28:22","20220803 17350005","內用","A3","5","","琥珀","380","1","380","380",""
"01","2022-08-03 22:28:22","20220803 17350005","內用","A3","5","","主廚限定餐點","280","1","280","280",""
"01","2022-08-03 22:28:22","20220803 17350005","內用","A3","5","","干貝雞汁拌麵","260","1","260","260",""
"01","2022-08-03 22:28:22","20220803 17350005","內用","A3","5","","Special Mocktail","250","1","250","250",""
"01","2022-08-03 22:28:22","20220803 17350005","內用","A3","5","","野菇櫻花蝦飯","250","1","250","250",""
"01","2022-08-03 22:28:22","20220803 17350005","內用","A3","5","","手工高麗菜豬肉水餃","200","1","200","200",""
"01","2022-08-03 22:28:22","20220803 17350005","內用","A3","5","","O-壽星特調","0","1","0","0",""
"01","2022-08-03 22:28:22","20220803 17350005","內用","A3","5","","會員生日禮","0","1","0","0",""
"01","2022-08-03 22:35:56","20220803 21170014","內用","小VIP","14","","油潑香辣腱子肉","240","1","240","240",""
"01","2022-08-03 22:35:56","20220803 21170014","內用","小VIP","14","","綻","0","5","0","0",""
"01","2022-08-03 22:35:56","20220803 21170014","內用","小VIP","14","","招待Gin Shot","0","7","0","0",""
"01","2022-08-03 22:35:56","20220803 21170014","內用","小VIP","14","","綻","0","1","0","0",""
"01","2022-08-03 23:23:17","20220803 22040015","內用","B6","15","","Old Fashion","350","1","350","350",""
"01","2022-08-03 23:23:17","20220803 22040015","內用","B6","15","","PERONI draft beer","250","1","250","250",""
"01","2022-08-03 23:23:17","20220803 22040015","內用","B6","15","","手工高麗菜豬肉水餃","200","1","200","200",""
"01","2022-08-03 23:23:17","20220803 22040015","內用","B6","15","","綻","0","1","0","0",""
"01","2022-08-03 23:23:17","20220803 22040015","內用","B6","15","","#crouchide 1","0","1","0","0",""
"01","2022-08-03 23:23:17","20220803 22040015","內用","B6","15","","白霜","0","1","0","0",""
"01","2022-08-03 23:23:17","20220803 22040015","內用","B6","15","","綻","0","1","0","0",""
"01","2022-08-04 00:17:44","20220804 00170020","內用","B2","19","","哈庫那瑪塔塔","420","1","420","420",""
"01","2022-08-04 00:17:44","20220804 00170020","內用","B2","19","","PERONI draft beer","250","1","250","250",""
"01","2022-08-04 00:17:44","20220804 00170020","內用","B2","19","","PERONI draft beer","250","1","250","250",""
"01","2022-08-04 00:17:44","20220804 00170020","內用","B2","19","","PERONI draft beer","250","1","250","250",""
"01","2022-08-04 00:24:57","20220803 23000017","內用","A1","17","","綻","0","2","0","0",""
"01","2022-08-04 00:24:57","20220803 23000017","內用","A1","17","","#crouchide 2","0","1","0","0",""
"01","2022-08-04 00:24:57","20220803 23000017","內用","A1","17","","炙陽","0","1","0","0",""
"01","2022-08-04 00:24:57","20220803 23000017","內用","A1","17","","#crouchide 3","0","1","0","0",""
"01","2022-08-04 00:24:57","20220803 23000017","內用","A1","17","","浮生若夢","0","1","0","0",""
"01","2022-08-04 00:24:57","20220803 23000017","內用","A1","17","","琥珀","0","1","0","0",""
"01","2022-08-04 00:24:57","20220803 23000017","內用","A1","17","","#crouchide 4","0","1","0","0",""
"01","2022-08-04 01:09:32","20220804 01080022","內用","B2","16-1","","浪子之琴","420","1","420","420",""
"01","2022-08-04 01:09:32","20220804 01080022","內用","B2","16-1","","山海關","420","1","420","420",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B2","16","","哈庫那瑪塔塔","420","0","0","0",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B2","16","","Special Cocktail","420","1","420","420",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B2","16","","山海關","420","0","0","0",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B2","16","","浪子之琴","420","0","0","0",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B2","16","","PERONI draft beer","250","0","0","0",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B2","16","","PERONI draft beer","250","0","0","0",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B2","16","","PERONI draft beer","250","0","0","0",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B2","16","","太極雙醬薯條","0","1","0","0",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B2","16","","鉑金會員升階禮兌換券","0","1","0","0",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B2","16","","綻","0","1","0","0",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B5","18","","LONEWOLF CACTUS & LIME","400","1","400","400",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B5","18","","PERONI draft beer","250","1","250","250",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B5","18","","House Shot","0","1","0","0",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B5","18","","House Shot","0","1","0","0",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B5","18","","House Shot","0","1","0","0",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B5","18","","House Shot","0","1","0","0",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B5","18","","House Shot","0","1","0","0",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B5","18","","金鑽兌換-純飲Shots乙盤(6杯) 25點","0","1","0","0",""
"01","2022-08-04 01:11:55","20220803 23510018","內用","B5","18","","House Shot","0","1","0","0",""
"01","2022-08-04 01:18:24","20220804 00250021","內用","A1","20","","#crouchide 4","0","1","0","0",""
"01","2022-08-04 01:18:24","20220804 00250021","內用","A1","20","","龍柏","0","1","0","0",""
