"分店代碼","建立時間","交易序號","用餐方式","桌號","單號","pos機號","發票號碼","服務費","低銷","折扣總額","結帳金額","淨額"
"01","2022-08-16 01:38:01","20220816 01210013","內用","B3","13","2","","110","0","0","1210","1152"
"01","2022-08-16 01:38:53","20220816 00520012","內用","B7","12","2","","43","0","0","473","450"
"01","2022-08-16 01:40:01","20220815 17370003","內用","A7","3","2","","539","0","250","5679","5409"
"01","2022-08-16 01:41:25","20220815 02070001","內用","員工","1","2","","0","0","0","0","0"
"01","2022-08-16 01:49:14","20220816 01460014","內用","員工","14","2","","0","0","0","0","0"
"01","2022-08-16 19:57:27","20220816 19570006","內用","員工","6","2","","0","0","0","100","95"
"01","2022-08-16 20:53:36","20220816 20530007","內用","員工","7","2","","0","0","0","125","119"
"01","2022-08-16 21:11:17","20220816 19360005","內用","B5","5","2","","286","0","0","3146","2996"
"01","2022-08-16 21:16:01","20220816 21150008","內用","站A","8","2","","0","0","0","100","95"
"01","2022-08-16 21:19:39","20220816 21190009","內用","員工","9","2","","0","0","0","100","95"
"01","2022-08-16 22:59:20","20220816 21310010","內用","B3","10","2","","122","0","0","1342","1278"
"01","2022-08-16 23:55:38","20220816 19150003","內用","A3","3","2","","208","0","0","2288","2179"
"01","2022-08-17 00:24:51","20220816 22420011","內用","B10","11","2","","84","0","0","924","880"
"01","2022-08-17 00:52:17","20220816 19360004","內用","B8","4","2","","170","0","0","1870","1781"
"01","2022-08-17 01:25:29","20220816 23000012","內用","B4","12","2","","112","0","0","1232","1173"
"01","2022-08-17 01:31:23","20220816 17430001","內用","員工","1","2","","0","0","0","0","0"
"01","2022-08-17 01:31:50","20220817 00580013","內用","B2","13","2","","133","0","0","1463","1393"
"01","2022-08-17 19:42:09","20220817 18400006","內用","B5","6","2","","88","0","0","968","922"
"01","2022-08-17 21:00:50","20220817 17390002","內用","A1","2","2","","70","0","0","770","733"
"01","2022-08-17 22:34:43","20220817 20300007","內用","B10","7","2","","115","0","0","1265","1205"
"01","2022-08-17 22:49:49","20220817 21460008","內用","B4","8","2","","191","0","0","2101","2001"
"01","2022-08-17 23:22:51","20220817 18190004","內用","A7","4","2","","645","0","0","7095","6757"
"01","2022-08-17 23:23:50","20220817 18190005","內用","A10","5","2","","682","0","0","7502","7145"
"01","2022-08-17 23:42:00","20220817 22530011","內用","A4","11","2","","156","0","0","1716","1634"
"01","2022-08-18 00:09:40","20220817 22520010","內用","B10","10","2","","0","0","96","224","213"
"01","2022-08-18 01:07:30","20220817 17400003","內用","B7","3","2","","304","0","0","3344","3185"
"01","2022-08-18 01:30:21","20220817 21480009","內用","A1","9","2","","831","0","0","9141","8706"
"01","2022-08-18 01:33:28","20220818 00080012","內用","B5","3-1","2","","222","0","0","2442","2326"
"01","2022-08-18 01:36:22","20220818 00470013","內用","B2","12","2","","115","0","0","1265","1205"
"01","2022-08-18 01:36:54","20220817 17310001","內用","員工","1","2","","0","0","0","0","0"
"01","2022-08-18 02:04:42","20220818 02030001","內用","站B","1","2","","20","0","0","220","210"
"01","2022-08-18 17:42:17","20220818 17420005","內用","員工","5","2","","0","0","0","100","95"
"01","2022-08-18 17:45:24","20220818 17450006","內用","員工","6","2","","0","0","0","100","95"
"01","2022-08-18 17:48:55","20220818 17480007","內用","員工","7","2","","0","0","0","125","119"
"01","2022-08-18 20:32:27","20220818 17250004","內用","B5","4","2","","166","0","0","1826","1739"
"01","2022-08-18 22:27:08","20220818 17250003","內用","A1","3","2","","185","0","250","1785","1700"
"01","2022-08-18 23:15:20","20220818 20150009","內用","B10","9","2","","158","0","0","1738","1655"
"01","2022-08-18 23:49:32","20220818 19260008","內用","B6","8","2","","162","0","0","1782","1697"
"01","2022-08-19 00:14:00","20220819 00130012","內用","A12","12","2","","197","0","120","2047","1950"
"01","2022-08-19 00:37:19","20220818 02130002","內用","員工","2","2","","0","0","0","0","0"
"01","2022-08-19 17:50:51","20220819 17500012","內用","站A","12","2","","0","0","0","125","119"
"01","2022-08-19 18:56:20","20220819 18560014","內用","站B","14","2","","0","0","0","100","95"
"01","2022-08-19 20:24:21","20220819 17490005","內用","A12","5","2","","395","0","0","4345","4138"
"01","2022-08-19 21:19:04","20220819 17480003","內用","A7","3","2","","1384","0","0","15224","14499"
"01","2022-08-19 21:30:46","20220819 17490006","內用","B1","6","2","","128","0","0","1408","1341"
"01","2022-08-19 21:32:28","20220819 17480004","內用","A10","4","2","","235","0","0","2585","2462"
"01","2022-08-19 21:36:10","20220819 20060016","內用","A6","16","2","","164","0","0","1804","1718"
"01","2022-08-19 21:45:34","20220819 17490008","內用","B5","8","2","","154","0","0","1694","1613"
"01","2022-08-19 21:46:21","20220819 17480002","內用","A4","2","2","DK09469939","909","0","0","9999","9523"
"01","2022-08-19 21:53:15","20220819 20290017","內用","A6","17","2","","76","0","0","836","796"
"01","2022-08-19 22:15:53","20220819 19230015","內用","大VIP-C","15","2","","236","0","0","2596","2472"
"01","2022-08-19 22:25:24","20220819 17490009","內用","B7","9","2","","207","0","0","2277","2169"
"01","2022-08-19 23:07:00","20220819 17490007","內用","B3","7","2","","176","0","0","1936","1844"
"01","2022-08-19 23:30:33","20220819 17500011","內用","小VIP","11","2","","493","0","0","5423","5165"
"01","2022-08-19 23:52:33","20220819 22180022","內用","A10","22","2","","182","0","0","2002","1907"
"01","2022-08-20 00:14:44","20220819 23020026","內用","B5","26","2","","67","0","0","737","702"
"01","2022-08-20 00:16:46","20220819 22530024","內用","A3","24","2","","104","0","0","1144","1090"
"01","2022-08-20 00:26:34","20220819 21410019","內用","A1","19","2","","220","0","0","2420","2305"
"01","2022-08-20 00:27:35","20220819 22550025","內用","B7","25","2","","112","0","0","1232","1173"
"01","2022-08-20 00:29:19","20220819 21400018","內用","A12","18","2","DK09469940","246","0","0","2706","2577"
"01","2022-08-20 00:33:29","20220819 23030027","內用","B3","27","2","","158","0","0","1738","1655"
"01","2022-08-20 00:38:32","20220819 22450023","內用","A5","23","2","","197","0","0","2167","2064"
"01","2022-08-20 00:57:50","20220819 21580020","內用","A7","20","2","","307","0","0","3377","3216"
"01","2022-08-20 01:34:33","20220819 23100028","內用","B10","28","2","","0","0","420","980","933"
"01","2022-08-20 02:19:05","20220820 01010031","內用","A4","31","2","DK09469941","260","0","0","2860","2724"
"01","2022-08-20 02:31:34","20220820 00010029","內用","B9","29","2","","0","0","270","630","600"
"01","2022-08-20 02:40:52","20220820 01010030","內用","A1","30","2","","587","0","0","6457","6150"
"01","2022-08-20 02:48:00","20220819 17510013","內用","員工","13","2","","0","0","0","0","0"
"01","2022-08-20 02:57:29","20220820 02530033","內用","B9","33","2","","0","0","105","245","233"
"01","2022-08-20 03:06:59","20220819 17500010","內用","大VIP-A","10","2","","3222","0","0","35442","33754"
"01","2022-08-20 03:08:17","20220820 03070034","內用","員工","34","2","","0","0","0","0","0"
"01","2022-08-20 03:20:45","20220820 03200035","內用","A10","35","2","","113","0","0","1243","1184"
"01","2022-08-20 03:34:47","20220820 03270001","內用","B9","1","2","","64","0","0","704","670"
"01","2022-08-20 03:56:00","20220820 03550002","內用","站A","2","2","","0","0","0","125","119"
"01","2022-08-20 05:37:41","20220820 04430003","內用","B5","3","2","","0","0","800","1230","1171"
"01","2022-08-20 05:39:35","20220820 05030004","內用","B9","4","2","","0","0","0","320","305"
"01","2022-08-20 17:20:06","20220820 17190007","內用","員工","7","2","","0","0","0","125","119"
"01","2022-08-20 21:24:45","20220820 18070016","內用","A1","16","2","","321","0","0","3531","3363"
"01","2022-08-20 21:48:47","20220820 17370014","內用","B7","14","2","","252","0","0","2772","2640"
"01","2022-08-20 22:13:37","20220820 17360011","內用","A13","11","2","","130","0","0","1430","1362"
"01","2022-08-20 22:25:55","20220820 21430022","內用","B10","22","2","","82","0","0","902","859"
"01","2022-08-20 22:28:29","20220820 17370013","內用","B4","13","2","","247","0","0","2717","2588"
"01","2022-08-20 22:51:37","20220820 20250017","內用","A3","17","2","","180","0","0","1980","1886"
"01","2022-08-20 23:07:37","20220820 17360012","內用","B1","12","2","DK09469942","177","0","0","1947","1854"
"01","2022-08-20 23:08:07","20220820 17360009","內用","A10","9","2","","565","0","0","6215","5919"
"01","2022-08-20 23:33:25","20220820 21470023","內用","A5","23","2","","197","0","0","2167","2064"
"01","2022-08-20 23:43:28","20220820 23430030","內用","B10","30","2","","0","0","0","125","119"
"01","2022-08-21 00:09:45","20220820 17360010","內用","A7","10","2","","351","0","0","3861","3677"
"01","2022-08-21 00:11:55","20220820 21150021","內用","大VIP-C","21","2","","434","0","0","4774","4547"
"01","2022-08-21 00:24:32","20220820 17360008","內用","大VIP-A","8","2","","730","0","0","8030","7648"
"01","2022-08-21 00:28:43","20220820 23510031","內用","B5","31","2","","80","0","0","880","838"
"01","2022-08-21 01:29:12","20220820 22300025","內用","B9","25","2","","300","0","0","3300","3143"
"01","2022-08-21 01:35:55","20220820 23090028","內用","B1","28","2","","303","0","0","3333","3174"
"01","2022-08-21 01:43:25","20220820 22050024","內用","A1","24","2","","255","0","0","2805","2671"
"01","2022-08-21 02:09:21","20220820 23220029","內用","A10","29","2","","853","0","0","9383","8936"
"01","2022-08-21 02:23:32","20220820 05580005","內用","員工","5","2","","0","0","0","0","0"
"01","2022-08-21 20:21:04","20220821 17370003","內用","B6","3","2","DK09469943","321","0","0","3531","3363"
"01","2022-08-21 20:27:23","20220821 17370001","內用","A1","1","2","","422","0","0","4642","4421"
"01","2022-08-21 22:22:27","20220821 20320006","內用","B5","6","2","","198","0","0","2178","2074"
"01","2022-08-21 22:39:46","20220821 21020009","內用","B2","9","2","","246","0","0","2706","2577"
"01","2022-08-21 23:13:01","20220821 23020011","內用","B6","11","2","","40","0","0","440","419"
"01","2022-08-21 23:53:00","20220821 20470008","內用","A7","8","2","","692","0","750","6862","6535"
"01","2022-08-22 00:53:17","20220821 20350007","內用","A1","7","2","","216","0","0","2376","2263"
"01","2022-08-22 01:23:19","20220821 19470005","內用","B10","5","2","","70","0","0","770","733"
"01","2022-08-22 01:44:19","20220822 01020012","內用","B6","12","2","","0","0","0","780","743"
"01","2022-08-22 01:46:30","20220822 01460015","內用","B8","15","2","","258","0","0","2838","2703"
"01","2022-08-22 01:47:05","20220821 18020004","內用","員工","4","2","","0","0","0","0","0"
"01","2022-08-22 18:01:45","20220822 18010005","內用","站A","5","2","","0","0","0","100","95"
"01","2022-08-22 20:08:06","20220822 19380008","內用","B10","8","2","","35","0","0","385","367"
"01","2022-08-22 21:12:13","20220822 17510003","內用","B3","3","2","DK09469944","495","0","0","5445","5186"
"01","2022-08-22 21:31:30","20220822 21310009","內用","員工","9","2","","0","0","0","100","95"
"01","2022-08-23 00:11:14","20220822 18550007","內用","B7","7","2","","829","0","0","9119","8685"
"01","2022-08-23 00:12:53","20220822 17520004","內用","大VIP-A","4","2","","2074","0","0","22814","21728"
"01","2022-08-23 00:34:48","20220822 22050010","內用","B4","10","2","","249","0","0","2739","2609"
"01","2022-08-23 01:42:16","20220823 00320014","內用","B6","14","2","","102","0","0","1122","1069"
"01","2022-08-23 01:44:13","20220822 17510001","內用","A1","1","2","","0","0","250","7650","7286"
"01","2022-08-23 01:54:50","20220822 17510002","內用","B10","2","2","","291","0","0","3201","3049"
"01","2022-08-23 01:59:01","20220823 01550015","內用","站A","15","2","","0","0","0","125","119"
"01","2022-08-23 01:59:24","20220822 18340006","內用","員工","6","2","","0","0","0","0","0"
"01","2022-08-23 02:18:52","20220823 02170001","內用","A4","1","2","","450","0","0","4950","4714"
"01","2022-08-23 02:39:09","20220823 02380002","內用","A11/A13","2","2","","35","0","0","385","367"
"01","2022-08-23 20:37:43","20220823 20370006","內用","站A","6","2","","0","0","0","100","95"
"01","2022-08-23 22:05:48","20220823 21300007","內用","B8","7","2","","0","0","0","260","248"
"01","2022-08-24 00:03:03","20220824 00010009","內用","B4","9","2","","0","0","0","300","286"
"01","2022-08-24 00:44:27","20220823 19010005","內用","B9","5","2","","194","0","0","2134","2032"
"01","2022-08-24 00:48:35","20220823 17250003","內用","B3","3","2","","325","0","0","3575","3405"
"01","2022-08-24 01:13:07","20220823 22470008","內用","A7","8","2","","384","0","0","4224","4023"
"01","2022-08-24 01:16:23","20220824 00040010","內用","A1","10","2","","349","0","0","3839","3656"
"01","2022-08-24 01:41:29","20220823 18450004","內用","員工","4","2","","0","0","0","0","0"
"01","2022-08-24 20:37:16","20220824 17330002","內用","A5","2","2","","331","0","0","3641","3468"
"01","2022-08-24 21:04:06","20220824 17330004","內用","A7","4","2","","351","0","0","3861","3677"
"01","2022-08-24 22:54:56","20220824 19540011","內用","大VIP-A","11","2","","222","0","0","2442","2326"
"01","2022-08-24 23:09:12","20220824 17330006","內用","小VIP","6","2","DK09469945","479","0","0","5269","5018"
"01","2022-08-24 23:17:20","20220824 22120013","內用","A5","13","2","","110","0","200","1210","1152"
"01","2022-08-24 23:31:53","20220824 19170010","內用","B8","10","2","","165","0","0","1815","1729"
"01","2022-08-24 23:40:14","20220824 19550012","內用","B2","12","2","","115","0","250","1015","967"
"01","2022-08-24 23:42:19","20220824 19170009","內用","B5","9","2","","162","0","0","1782","1697"
"01","2022-08-25 00:02:27","20220824 17330003","內用","B9","3","2","","75","0","250","575","548"
"01","2022-08-25 00:09:26","20220825 00060015","內用","A8","1-1","2","DK09469946","272","0","0","2992","2850"
"01","2022-08-25 00:13:13","20220824 17330001","內用","A7","1","2","","729","0","0","8019","7637"
"01","2022-08-25 00:27:57","20220824 17330005","內用","A10","5","2","","914","0","0","10054","9575"
"01","2022-08-25 01:32:40","20220824 23410014","內用","A1","14","2","","1008","0","0","11088","10560"
"01","2022-08-25 01:37:05","20220824 17530007","內用","員工","7","2","","0","0","0","0","0"
"01","2022-08-25 01:37:12","20220824 18170008","內用","站A","8","2","","0","0","240","300","286"
"01","2022-08-25 21:15:36","20220825 19560004","內用","A5","4","2","","96","0","0","1056","1006"
"01","2022-08-25 21:47:49","20220825 17460001","內用","A1","1","2","","293","0","0","3223","3070"
"01","2022-08-25 22:22:53","20220825 18340003","內用","A12","3","2","DK09469947","365","0","0","4015","3824"
"01","2022-08-25 23:29:48","20220825 23200008","內用","站A","8","2","","60","0","319","341","325"
"01","2022-08-26 00:13:38","20220826 00130009","內用","站A","9","2","","0","0","0","100","95"
"01","2022-08-26 01:04:34","20220825 23080007","內用","A7","7","2","","268","0","0","2948","2808"
"01","2022-08-26 01:27:32","20220826 00430010","內用","B6","10","2","","32","0","0","352","335"
"01","2022-08-26 01:28:16","20220826 00560011","內用","B4","11","2","","38","0","0","418","398"
"01","2022-08-26 01:29:50","20220825 22140006","內用","B8","6","2","","226","0","0","2486","2368"
"01","2022-08-26 01:30:46","20220825 17570002","內用","員工","2","2","","0","0","0","0","0"
"01","2022-08-26 02:21:45","20220826 02000001","內用","B8","1","2","","45","0","0","495","471"
"01","2022-08-26 16:21:32","20220826 16210002","內用","站A","2","2","","0","0","0","100","95"
"01","2022-08-26 20:18:19","20220826 17340004","內用","A5","4","2","","100","0","0","1100","1048"
"01","2022-08-26 21:10:17","20220826 21100020","內用","站A","20","2","","0","0","0","125","119"
"01","2022-08-26 21:43:16","20220826 17340010","內用","B5","10","2","","190","0","0","2090","1990"
"01","2022-08-26 21:47:23","20220826 17340008","內用","B1","8","2","","184","0","0","2024","1928"
"01","2022-08-26 21:52:08","20220826 17340005","內用","A7","5","2","","737","0","0","8107","7721"
"01","2022-08-26 21:58:13","20220826 17340011","內用","B7","11","2","DK09469948","209","0","0","2299","2190"
"01","2022-08-26 22:01:37","20220826 17340003","內用","A1","3","2","","630","0","0","6930","6600"
"01","2022-08-26 22:27:39","20220826 17340012","內用","B9","12","2","","504","0","0","5544","5280"
"01","2022-08-26 23:16:37","20220826 17340006","內用","A3","6","2","","146","0","0","1606","1530"
"01","2022-08-26 23:21:28","20220826 17340007","內用","A13","7","2","","38","0","114","304","290"
"01","2022-08-26 23:50:05","20220826 18060015","內用","大VIP-B","15","2","","1425","0","0","15675","14929"
"01","2022-08-26 23:55:10","20220826 23030028","內用","A3","27","2","DK09469949","150","0","0","1650","1571"
"01","2022-08-27 00:10:38","20220826 21340021","內用","大VIP-A","21","2","","693","0","0","7623","7260"
"01","2022-08-27 00:33:38","20220826 22130024","內用","A1","24","2","","490","0","0","5390","5133"
"01","2022-08-27 01:00:03","20220826 23510029","內用","A13","28","2","","148","0","0","1628","1550"
"01","2022-08-27 01:04:57","20220826 21520022","內用","B5","22","2","","274","0","0","3014","2870"
"01","2022-08-27 01:09:17","20220826 17340009","內用","B3","9","2","","472","0","0","5192","4945"
"01","2022-08-27 01:32:09","20220826 17350014","內用","小VIP","14","2","","456","0","0","5016","4777"
"01","2022-08-27 01:40:00","20220826 22360027","內用","B7","14-1","2","","478","0","0","5258","5008"
"01","2022-08-27 01:54:20","20220826 22220026","內用","B1","26","2","","254","0","0","2794","2661"
"01","2022-08-27 01:55:38","20220826 23520030","內用","B10","29","2","","67","0","0","737","702"
"01","2022-08-27 02:28:32","20220827 02220032","內用","B9","31","2","","35","0","0","385","367"
"01","2022-08-27 02:31:57","20220826 20590018","內用","A5","18","2","","492","0","0","5412","5154"
"01","2022-08-27 02:33:31","20220826 18270017","內用","員工","17","2","","0","0","0","0","0"
"01","2022-08-27 02:34:40","20220827 02330033","內用","員工","32","2","","0","0","0","0","0"
"01","2022-08-27 03:08:23","20220827 03080037","內用","A7","36","2","","882","0","0","9702","9240"
"01","2022-08-27 03:39:11","20220827 03380001","內用","B5","1","2","","82","0","0","902","859"
"01","2022-08-27 03:40:33","20220827 03390002","內用","B4","2","2","","0","0","0","1280","1219"
"01","2022-08-27 20:21:16","20220827 18160011","內用","B6","11","2","","0","0","220","4500","4286"
"01","2022-08-27 20:34:49","20220827 17410009","內用","B8","9","2","","232","0","0","2552","2430"
"01","2022-08-27 20:50:44","20220827 17540010","內用","大VIP-A","10","2","","586","0","0","6446","6139"
"01","2022-08-27 22:13:40","20220827 17390005","內用","A7","5","2","","563","0","0","6193","5898"
"01","2022-08-27 22:40:29","20220827 22400019","內用","站A","19","2","","0","0","0","100","95"
"01","2022-08-27 23:11:18","20220827 20130013","內用","A5","13","2","","413","0","0","4543","4327"
"01","2022-08-27 23:34:09","20220827 22090016","內用","B7","16","2","","183","0","0","2013","1917"
"01","2022-08-28 00:10:20","20220827 22100017","內用","小VIP","17","2","","367","0","0","4037","3845"
"01","2022-08-28 00:12:50","20220827 17390004","內用","A1","4","2","","764","0","0","8404","8004"
"01","2022-08-28 00:26:35","20220827 22160018","內用","A7","18","2","","276","0","0","3036","2891"
"01","2022-08-28 00:30:31","20220827 21110015","內用","B9","15","2","","174","0","0","1914","1823"
"01","2022-08-28 00:57:12","20220827 23130021","內用","B3","21","2","","116","0","0","1276","1215"
"01","2022-08-28 01:01:43","20220827 17400008","內用","A10","8","2","","252","0","0","2772","2640"
"01","2022-08-28 01:11:37","20220828 00340024","內用","B9","24","2","","70","0","0","770","733"
"01","2022-08-28 01:14:04","20220828 01130025","內用","站A","25","2","","0","0","0","125","119"
"01","2022-08-28 01:34:03","20220827 17400007","內用","A3","7","2","","273","0","0","3003","2860"
"01","2022-08-28 01:45:50","20220828 00280023","內用","B6","23","2","","272","0","0","2992","2850"
"01","2022-08-28 02:15:43","20220828 02150028","內用","B8","27-1","2","","40","0","0","440","419"
"01","2022-08-28 02:16:20","20220828 02160029","內用","B8","27-2","2","","10","0","0","110","105"
"01","2022-08-28 02:16:44","20220828 01560027","內用","B8","27","2","","40","0","0","440","419"
"01","2022-08-28 02:19:47","20220827 17240003","內用","員工","3","2","","0","0","0","0","0"
"01","2022-08-28 02:22:41","20220828 01240026","內用","B3","26","2","","80","0","0","880","838"
"01","2022-08-28 02:30:00","20220828 02290031","內用","B5","29","2","","198","0","0","2178","2074"
"01","2022-08-28 21:29:05","20220828 19350005","內用","B7","5","2","","120","0","0","1320","1257"
"01","2022-08-28 21:37:06","20220828 21360010","內用","站A","10","2","","0","0","0","125","119"
"01","2022-08-28 22:38:52","20220828 19180004","內用","B9","4","2","","202","0","220","2002","1907"
"01","2022-08-28 22:46:39","20220828 21330008","內用","B3","8","2","","110","0","0","1210","1152"
"01","2022-08-28 23:53:26","20220828 21080007","內用","A10","7","2","","238","0","0","2618","2493"
"01","2022-08-28 23:54:59","20220828 22200012","內用","A3","12","2","","119","0","0","1309","1247"
"01","2022-08-28 23:56:28","20220828 17360002","內用","A1","2","2","","373","0","0","4103","3908"
"01","2022-08-29 00:10:50","20220828 22490013","內用","B10","13","2","","75","0","0","825","786"
"01","2022-08-29 00:17:11","20220828 21470011","內用","B4","11","2","","141","0","0","1551","1477"
"01","2022-08-29 00:37:26","20220828 17360003","內用","小VIP","3","2","","571","0","0","6281","5982"
"01","2022-08-29 01:24:29","20220829 00570014","內用","小VIP","14","2","","43","0","0","473","450"
"01","2022-08-29 01:26:29","20220828 19520006","內用","B7","6","2","","374","0","0","4114","3918"
"01","2022-08-29 01:28:10","20220828 16490001","內用","員工","1","2","","0","0","0","0","0"
"01","2022-08-29 17:23:58","20220829 17230002","內用","員工","2","2","","0","0","0","125","119"
"01","2022-08-29 20:39:24","20220829 19310006","內用","A7","6","2","","38","0","0","418","398"
"01","2022-08-29 22:05:10","20220829 19570007","內用","B3","7","2","","130","0","0","1430","1362"
"01","2022-08-29 23:24:56","20220829 23180011","內用","A8","10-1","2","","157","0","0","1727","1645"
"01","2022-08-29 23:26:02","20220829 21560010","內用","A7","10","2","","422","0","0","4642","4421"
"01","2022-08-29 23:27:54","20220829 20520008","內用","B5","8","2","","218","0","500","1898","1808"
"01","2022-08-29 23:32:21","20220829 17340003","內用","A1","3","2","","454","0","0","4994","4756"
"01","2022-08-30 00:17:24","20220829 23420012","內用","A1","11","2","","124","0","0","1364","1299"
"01","2022-08-30 01:06:06","20220830 00140013","內用","B5","12","2","","68","0","0","748","712"
"01","2022-08-30 01:43:12","20220829 17390005","內用","B10","5","2","","169","0","0","1859","1770"
"01","2022-08-30 01:43:56","20220829 21510009","內用","B8","9","2","","272","0","250","2742","2611"
"01","2022-08-30 01:46:55","20220829 02000001","內用","員工","1","2","","0","0","0","0","0"
"01","2022-08-30 01:52:22","20220830 01520015","內用","B2","14","2","","0","0","0","850","810"
"01","2022-08-30 01:54:44","20220829 17340004","內用","A3","4","2","","580","0","0","6380","6076"
"01","2022-08-30 01:55:35","20220830 01550016","內用","員工","15","2","","0","0","0","0","0"
"01","2022-08-30 23:52:29","20220830 21470003","內用","站A","3","2","","0","0","324","756","720"
"01","2022-08-31 01:32:33","20220831 01160006","內用","A1","6","2","","200","0","0","2200","2095"
"01","2022-08-31 01:39:58","20220830 23160004","內用","B6","4","2","","156","0","0","1716","1634"
"01","2022-08-31 01:41:09","20220830 02180001","內用","員工","1","2","","0","0","0","0","0"
"01","2022-08-31 01:41:54","20220831 00280005","內用","B7","5","2","","239","0","0","2629","2504"
"01","2022-08-31 22:52:00","20220831 18130005","內用","A3","5","2","DK09469950","302","0","0","3322","3164"
"01","2022-08-31 23:42:31","20220831 23410009","內用","大VIP-B","9","2","DK09469951","600","0","660","5940","5657"
"01","2022-09-01 00:02:14","20220901 00010010","內用","A1","10","2","FM32358100","361","0","0","3971","3782"
"01","2022-09-01 00:02:54","20220831 17360003","內用","A7","3","2","FM32358101","811","0","0","8921","8496"
"01","2022-09-01 00:19:23","20220831 21490006","內用","A10","6","2","","409","0","0","4499","4285"
"01","2022-09-01 00:43:39","20220831 23250008","內用","B8","8","2","","78","0","0","858","817"
"01","2022-09-01 00:52:15","20220831 21500007","內用","B4","7","2","","38","0","0","418","398"
"01","2022-09-01 01:37:33","20220831 17430004","內用","大VIP-A","4","2","","2675","0","500","28925","27548"
"01","2022-09-01 01:40:40","20220831 17170001","內用","員工","1","2","","0","0","0","0","0"
