"分店代碼","分店名稱","建立時間","單號","用餐方式","pos機號","發票號碼","服務費","結帳金額","現金券金額","實收金額","交易金額","淨額","稅額","折扣總額","銷售總額","單品折扣總額","整單折扣總額","折扣名稱","付款方式","員工"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-01 17:26:39","2","內用",2,"",0,100,0,100,100,95,5,0,100,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-01 20:28:42","6","內用",2,"",0,125,0,125,125,119,6,0,125,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-01 22:18:22","11","內用",2,"",166,1826,0,1826,1826,1739,87,0,1826,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-01 22:24:22","3","內用",2,"",176,1856,0,1856,1856,1768,88,80,1936,80,0,"吧台經理招待","信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-01 22:32:08","7","內用",2,"",178,1958,0,1958,1958,1865,93,0,1958,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-01 22:41:39","14","內用",2,"",64,704,0,704,704,670,34,0,704,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-01 23:11:43","10","內用",2,"",284,3124,0,3124,3124,2975,149,0,3124,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-01 23:20:14","19","內用",2,"",0,125,0,125,125,119,6,0,125,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-01 23:23:16","4","內用",2,"",258,2838,0,2838,2838,2703,135,0,2838,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-01 23:31:30","15","內用",2,"",199,2189,0,2189,2189,2085,104,0,2189,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-01 23:42:13","17","內用",2,"",158,1738,0,1738,1738,1655,83,0,1738,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-02 00:01:35","5-1","內用",2,"",396,4356,0,4356,4356,4149,207,0,4356,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-02 00:04:28","16","內用",2,"",260,2860,0,2860,2860,2724,136,0,2860,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-02 00:11:56","18","內用",2,"",0,0,0,0,0,0,0,0,0,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-02 00:19:10","13","內用",2,"",0,448,0,448,448,427,21,192,640,0,192,"員工眷屬優待","LINE Pay","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-02 00:23:11","5","內用",2,"",123,1353,0,1353,1353,1289,64,0,1353,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-02 00:32:06","8","內用",2,"",440,4840,0,4840,4840,4610,230,0,4840,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-02 01:26:16","20","內用",2,"",73,803,0,803,803,765,38,0,803,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-02 01:28:39","1","內用",2,"",0,0,0,0,0,0,0,0,0,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-02 02:02:32","1","內用",2,"",0,640,0,640,640,610,30,0,640,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-02 17:22:37","2","內用",2,"",0,100,0,100,100,95,5,0,100,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-02 21:41:22","3","內用",2,"",165,1320,0,1320,1320,1257,63,495,1815,0,495,"員工眷屬優待","信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-02 22:01:49","10","內用",2,"",42,462,0,462,462,440,22,0,462,0,0,,"現金","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-02 22:28:49","9","內用",2,"",77,847,0,847,847,807,40,0,847,0,0,,"現金","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-02 23:00:53","7","內用",2,"",120,1320,0,1320,1320,1257,63,0,1320,0,0,,"信用卡","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-02 23:21:45","8","內用",2,"",297,3267,0,3267,3267,3111,156,0,3267,0,0,,"信用卡","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-03 00:07:14","14","內用",2,"",504,5544,0,5544,5544,5280,264,0,5544,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-03 00:39:10","6","內用",2,"",96,1056,0,1056,1056,1006,50,0,1056,0,0,,"信用卡","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-03 01:00:32","11","內用",2,"",270,2970,0,2970,2970,2829,141,0,2970,0,0,,"信用卡","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-03 01:25:01","13","內用",2,"",105,1155,0,1155,1155,1100,55,0,1155,0,0,,"信用卡","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-03 01:29:17","5","內用",2,"",0,0,0,0,0,0,0,0,0,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-03 17:28:29","1","內用",2,"",0,100,0,100,100,95,5,0,100,0,0,,"現金","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-03 17:28:49","2","內用",2,"",0,100,0,100,100,95,5,0,100,0,0,,"現金","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-03 20:05:22","10","內用",2,"",35,385,0,385,385,367,18,0,385,0,0,,"信用卡","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-03 20:31:13","11","內用",2,"",48,528,0,528,528,503,25,0,528,0,0,,"信用卡","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-03 22:05:46","4","內用",2,"",302,3322,0,3322,3322,3164,158,0,3322,0,0,,"信用卡","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-03 22:14:36","9","內用",2,"",76,608,0,608,608,579,29,228,836,0,228,"員工眷屬優待","信用卡","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-03 22:21:53","3","內用",2,"",461,5071,0,5071,5071,4830,241,220,5291,220,0,"店經理招待","現金","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-03 22:28:22","5","內用",2,"",291,3201,0,3201,3201,3049,152,0,3201,0,0,,"現金","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-03 22:35:56","14","內用",2,"",24,264,0,264,264,251,13,0,264,0,0,,"信用卡","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-03 23:23:17","15","內用",2,"",80,880,0,880,880,838,42,0,880,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 00:17:44","19","內用",2,"",117,1037,0,1037,1037,988,49,250,1287,250,0,"PERONI生啤酒買二送一","現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 00:24:57","17","內用",2,"",0,0,0,0,0,0,0,0,0,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 01:09:32","16-1","內用",2,"",84,924,0,924,924,880,44,0,924,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 01:11:55","18","內用",2,"",107,1177,0,1177,1177,1121,56,0,1177,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 01:18:24","20","內用",2,"",0,0,0,0,0,0,0,0,0,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 01:26:22","7","內用",2,"",513,5643,0,5643,5643,5374,269,0,5643,0,0,,"信用卡","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 01:32:43","13","內用",2,"",149,1639,0,1639,1639,1561,78,0,1639,0,0,,"現金","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 01:33:44","8","內用",2,"",0,0,0,0,0,0,0,0,0,0,0,,"現金","ian"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 17:25:12","1","內用",2,"",0,100,0,100,100,95,5,0,100,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 17:57:04","17","內用",2,"",0,100,0,100,100,95,5,0,100,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 19:27:33","4","內用",2,"",229,2519,0,2519,2519,2399,120,0,2519,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 19:55:12","8","內用",2,"",356,3916,0,3916,3916,3730,186,0,3916,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 20:20:01","3","內用",2,"",160,1760,0,1760,1760,1676,84,0,1760,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 20:42:18","16","內用",2,"DK09469933",943,10373,0,10373,10373,9879,494,0,10373,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 21:00:13","5","內用",2,"",155,1705,0,1705,1705,1624,81,0,1705,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 21:03:57","14","內用",2,"",342,3762,0,3762,3762,3583,179,0,3762,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 21:21:49","2","內用",2,"",329,3619,0,3619,3619,3447,172,0,3619,0,0,,"信用卡、 funNow","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 21:26:27","13","內用",2,"",62,682,0,682,682,650,32,0,682,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 21:30:09","12","內用",2,"",213,2343,0,2343,2343,2231,112,0,2343,0,0,,"信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 21:34:33","7","內用",2,"",191,1981,0,1981,1981,1887,94,120,2101,120,0,"FunNow白金會員招待開胃小點","funNow、 信用卡","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 21:42:06","9","內用",2,"",248,2728,0,2728,2728,2598,130,0,2728,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 22:07:32","6","內用",2,"",148,1628,0,1628,1628,1550,78,0,1628,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 22:29:57","26","內用",2,"",0,780,0,780,780,743,37,0,780,0,0,,"現金","90466979"
"01","臥虎藏龍 Crouch & Hide : Tiger Dragon Bar","2022-08-04 22:31:58","27","內用",2,"",0,420,0,420,420,400,20,0,420,0,0,,"現金","90466979"
